date_time,temp,rain_1h,snow_1h,clouds_all,weather_main,traffic_volume
2020-01-05 19:00:00,23.9,10.48,0.17,64,Snow,4313
2020-01-05 20:00:00,20.9,0.34,0.0,33,Clouds,6077
2020-01-05 21:00:00,-17.3,2.28,0.36,80,Rain,6344
2020-01-05 22:00:00,9.8,2.62,0.68,49,Clear,2771
2020-01-05 23:00:00,11.3,8.59,0.42,56,Snow,958
2020-01-06 00:00:00,28.5,2.89,0.24,85,Rain,511
2020-01-06 01:00:00,37.7,3.23,0.16,48,Mist,1949
2020-01-06 02:00:00,-2.6,10.96,0.49,47,Rain,2614
2020-01-06 03:00:00,-16.5,1.58,1.02,90,Mist,670
2020-01-06 04:00:00,8.5,4.27,0.02,78,Clear,3208
2020-01-06 05:00:00,-18.2,6.75,0.33,78,Mist,3275
2020-01-06 06:00:00,3.1,7.59,0.07,55,Clouds,3919
2020-01-06 07:00:00,-3.6,5.77,0.26,86,Clouds,3721
2020-01-06 08:00:00,-5.4,7.08,0.88,11,Rain,1093
2020-01-06 09:00:00,-19.9,5.63,0.27,90,Clouds,4210
2020-01-06 10:00:00,-5.0,2.58,0.21,55,Clouds,1267
2020-01-06 11:00:00,-0.8,6.85,0.16,8,Rain,922
2020-01-06 12:00:00,34.7,2.22,0.43,28,Snow,4445
2020-01-06 13:00:00,-14.7,1.02,0.14,36,Clear,487
2020-01-06 14:00:00,26.0,0.06,0.01,20,Mist,6525
2020-01-06 15:00:00,23.5,6.8,0.21,0,Rain,2898
2020-01-06 16:00:00,-0.4,13.59,0.82,75,Clouds,3466
2020-01-06 17:00:00,34.4,5.77,0.08,64,Mist,5660
2020-01-06 18:00:00,19.3,4.63,0.62,26,Snow,6114
2020-01-06 19:00:00,-14.2,6.48,0.03,23,Clear,6627
2020-01-06 20:00:00,-7.8,6.76,0.05,87,Clear,146
2020-01-06 21:00:00,4.1,5.53,0.01,48,Clouds,5139
2020-01-06 22:00:00,38.0,1.81,0.77,33,Snow,703
2020-01-06 23:00:00,-4.1,2.36,0.96,56,Clear,3860
2020-01-07 00:00:00,5.7,10.57,0.19,98,Mist,1161
2020-01-07 01:00:00,13.6,4.59,0.06,49,Mist,6855
2020-01-07 02:00:00,1.3,3.77,0.4,45,Clouds,1185
2020-01-07 03:00:00,22.1,5.48,0.46,9,Snow,4768
2020-01-07 04:00:00,19.7,0.81,0.24,87,Mist,6957
2020-01-07 05:00:00,-16.4,2.17,1.06,90,Clear,6361
2020-01-07 06:00:00,5.7,5.35,0.15,6,Mist,580
2020-01-07 07:00:00,26.9,2.43,0.25,13,Clear,1131
2020-01-07 08:00:00,18.4,6.59,0.03,98,Snow,3977
2020-01-07 09:00:00,7.6,13.43,0.69,14,Clouds,1229
2020-01-07 10:00:00,23.8,6.38,0.3,50,Clouds,4487
2020-01-07 11:00:00,20.2,10.25,0.43,54,Clouds,2104
2020-01-07 12:00:00,30.3,3.18,0.05,31,Rain,2715
2020-01-07 13:00:00,-16.9,1.43,0.19,58,Clouds,3728
2020-01-07 14:00:00,12.1,0.07,0.09,72,Clouds,631
2020-01-07 15:00:00,19.6,5.33,0.55,38,Clear,4130
2020-01-07 16:00:00,20.5,6.34,0.51,46,Snow,6426
2020-01-07 17:00:00,35.3,5.5,0.02,32,Snow,5125
2020-01-07 18:00:00,4.7,1.93,0.52,32,Mist,5833
2020-01-07 19:00:00,27.7,3.33,0.38,37,Clouds,1998
2020-01-07 20:00:00,27.2,1.0,0.05,95,Snow,6591
2020-01-07 21:00:00,-3.9,3.62,0.75,20,Snow,6531
2020-01-07 22:00:00,-3.9,4.07,0.5,68,Snow,303
2020-01-07 23:00:00,36.6,1.52,0.88,42,Snow,1836
2020-01-08 00:00:00,-0.5,1.23,0.2,10,Clear,434
2020-01-08 01:00:00,4.9,2.26,0.1,92,Clouds,3173
2020-01-08 02:00:00,16.2,0.3,0.79,59,Snow,1335
2020-01-08 03:00:00,-1.0,3.84,0.2,45,Clear,4081
2020-01-08 04:00:00,19.7,5.7,0.04,71,Rain,6925
2020-01-08 05:00:00,-2.6,8.02,0.16,90,Mist,4338
2020-01-08 06:00:00,11.6,3.86,0.21,55,Clear,2240
2020-01-08 07:00:00,13.6,5.13,0.6,40,Mist,4317
2020-01-08 08:00:00,28.0,2.92,0.63,42,Mist,824
2020-01-08 09:00:00,31.6,0.46,0.23,51,Rain,493
2020-01-08 10:00:00,20.9,5.98,0.54,47,Rain,1563
2020-01-08 11:00:00,-3.8,8.18,0.15,11,Rain,5080
2020-01-08 12:00:00,7.8,1.86,0.44,6,Clear,2072
2020-01-08 13:00:00,13.8,5.6,0.48,98,Rain,2397
2020-01-08 14:00:00,-2.1,1.33,0.27,43,Snow,5836
2020-01-08 15:00:00,36.4,2.73,0.07,5,Clear,2973
2020-01-08 16:00:00,-13.5,5.41,0.15,18,Clouds,3401
2020-01-08 17:00:00,30.0,6.87,0.43,99,Rain,4664
2020-01-08 18:00:00,5.6,0.94,0.64,15,Clear,1990
2020-01-08 19:00:00,36.7,1.53,0.94,10,Rain,4687
2020-01-08 20:00:00,12.0,3.6,0.3,99,Mist,4660
2020-01-08 21:00:00,23.8,10.17,0.35,58,Snow,1885
2020-01-08 22:00:00,24.1,5.05,0.7,91,Mist,2255
2020-01-08 23:00:00,21.9,0.47,0.32,86,Rain,1185
2020-01-09 00:00:00,-17.0,2.86,0.31,34,Clear,2204
2020-01-09 01:00:00,17.3,0.31,0.47,59,Snow,1058
2020-01-09 02:00:00,33.7,4.44,0.27,34,Mist,2279
2020-01-09 03:00:00,30.6,1.28,0.33,16,Snow,1201
2020-01-09 04:00:00,34.9,1.65,0.07,38,Snow,5067
2020-01-09 05:00:00,6.7,4.29,0.46,3,Rain,4062
2020-01-09 06:00:00,7.3,1.31,0.67,47,Snow,5637
2020-01-09 07:00:00,28.5,1.86,0.4,70,Clouds,6019
2020-01-09 08:00:00,-1.8,2.56,0.06,47,Clouds,1095
2020-01-09 09:00:00,25.9,8.5,0.37,81,Mist,1285
2020-01-09 10:00:00,10.3,2.1,0.86,61,Mist,1931
2020-01-09 11:00:00,-4.1,2.01,0.01,22,Clear,6790
2020-01-09 12:00:00,18.6,0.67,0.3,59,Rain,626
2020-01-09 13:00:00,-2.3,2.83,0.33,27,Mist,2966
2020-01-09 14:00:00,20.3,5.18,0.56,41,Clear,1143
2020-01-09 15:00:00,14.2,2.84,0.04,99,Mist,6719
2020-01-09 16:00:00,23.3,1.92,0.77,37,Clear,5257
2020-01-09 17:00:00,15.9,0.13,0.73,82,Rain,1784
2020-01-09 18:00:00,25.5,15.0,0.96,57,Rain,1339
2020-01-09 19:00:00,39.8,2.82,0.82,62,Mist,2157
2020-01-09 20:00:00,8.1,5.47,0.41,58,Clouds,199
2020-01-09 21:00:00,15.9,0.81,0.69,20,Snow,5657
2020-01-09 22:00:00,-13.9,15.45,0.46,98,Mist,1516
2020-01-09 23:00:00,37.0,1.01,0.54,49,Clear,2873
2020-01-10 00:00:00,15.8,3.32,0.37,1,Rain,2061
2020-01-10 01:00:00,-13.8,3.08,0.15,80,Mist,200
2020-01-10 02:00:00,4.0,1.38,0.3,74,Rain,3175
2020-01-10 03:00:00,-15.1,3.58,0.24,12,Mist,4346
2020-01-10 04:00:00,9.8,7.92,0.51,55,Rain,2189
2020-01-10 05:00:00,-3.4,6.63,0.38,91,Clouds,4153
2020-01-10 06:00:00,0.4,5.75,1.01,16,Clear,1061
2020-01-10 07:00:00,-15.9,9.49,0.05,44,Mist,3800
2020-01-10 08:00:00,25.7,6.53,0.72,52,Rain,6262
2020-01-10 09:00:00,30.5,2.65,0.76,87,Mist,3063
2020-01-10 10:00:00,-11.6,0.55,0.08,97,Clear,5631
2020-01-10 11:00:00,25.0,2.76,0.1,36,Mist,4045
2020-01-10 12:00:00,-12.3,1.6,0.73,13,Snow,3707
2020-01-10 13:00:00,-14.9,7.27,0.4,69,Rain,3407
2020-01-10 14:00:00,-13.2,3.36,0.42,40,Clear,6748
2020-01-10 15:00:00,-18.1,2.61,0.66,55,Clouds,4319
2020-01-10 16:00:00,2.6,2.91,0.09,43,Snow,2660
2020-01-10 17:00:00,37.2,1.63,0.48,21,Mist,1518
2020-01-10 18:00:00,34.0,0.06,0.68,83,Mist,6943
2020-01-10 19:00:00,-0.1,3.17,0.53,22,Snow,2818
2020-01-10 20:00:00,27.7,10.14,0.09,43,Clouds,6320
2020-01-10 21:00:00,29.5,2.56,0.46,31,Clouds,5115
2020-01-10 22:00:00,-10.9,5.14,0.19,85,Mist,4725
2020-01-10 23:00:00,-6.2,8.53,0.35,86,Mist,285
2020-01-11 00:00:00,21.4,2.77,0.0,83,Clouds,4698
2020-01-11 01:00:00,-4.2,4.58,0.21,36,Clouds,2932
2020-01-11 02:00:00,36.3,2.55,0.14,45,Clouds,6545
2020-01-11 03:00:00,-6.2,2.44,0.6,38,Mist,4307
2020-01-11 04:00:00,27.9,2.16,0.36,33,Rain,6209
2020-01-11 05:00:00,25.5,5.22,0.17,80,Snow,6262
2020-01-11 06:00:00,10.2,0.74,0.08,78,Clouds,3183
2020-01-11 07:00:00,-4.2,0.92,0.52,84,Mist,3509
2020-01-11 08:00:00,-18.0,1.43,1.01,0,Clear,6127
2020-01-11 09:00:00,29.7,0.44,0.19,37,Mist,2127
2020-01-11 10:00:00,2.7,0.29,0.83,97,Rain,6549
2020-01-11 11:00:00,0.4,7.83,0.39,28,Rain,5157
2020-01-11 12:00:00,-17.3,9.88,0.16,65,Clouds,2551
2020-01-11 13:00:00,-10.9,0.2,0.94,19,Snow,2665
2020-01-11 14:00:00,2.1,0.01,0.02,41,Mist,5610
2020-01-11 15:00:00,21.4,9.15,0.36,56,Snow,451
2020-01-11 16:00:00,-7.6,3.52,0.2,76,Clear,6554
2020-01-11 17:00:00,-10.2,4.24,0.99,7,Snow,6724
2020-01-11 18:00:00,-4.3,7.91,0.17,86,Snow,2093
2020-01-11 19:00:00,-3.0,3.96,0.48,58,Clouds,1247
2020-01-11 20:00:00,4.6,4.27,0.16,10,Clear,5072
2020-01-11 21:00:00,1.7,1.82,0.92,86,Rain,3020
2020-01-11 22:00:00,-15.6,1.1,0.65,35,Snow,2674
2020-01-11 23:00:00,17.1,1.2,1.02,27,Clear,3010
2020-01-12 00:00:00,-12.2,10.66,0.39,80,Clear,3579
2020-01-12 01:00:00,32.1,8.39,0.79,71,Rain,4480
2020-01-12 02:00:00,31.6,1.09,0.85,0,Clouds,1973
2020-01-12 03:00:00,-15.7,2.65,0.23,92,Clear,6442
2020-01-12 04:00:00,4.8,4.62,0.74,51,Rain,6021
2020-01-12 05:00:00,8.6,6.86,0.09,2,Mist,1591
2020-01-12 06:00:00,39.8,3.19,1.0,12,Clear,4288
2020-01-12 07:00:00,-4.9,1.72,0.5,96,Mist,4744
2020-01-12 08:00:00,18.2,0.81,1.02,22,Mist,1827
2020-01-12 09:00:00,7.4,1.21,0.21,86,Clear,2242
2020-01-12 10:00:00,26.1,0.5,0.3,33,Rain,4598
2020-01-12 11:00:00,-5.1,1.51,0.46,25,Mist,6314
2020-01-12 12:00:00,20.9,0.5,0.41,4,Clouds,5737
2020-01-12 13:00:00,-12.2,1.16,0.14,7,Snow,858
2020-01-12 14:00:00,-19.1,1.21,0.23,80,Mist,454
2020-01-12 15:00:00,-18.9,1.4,0.42,24,Mist,666
2020-01-12 16:00:00,9.6,0.03,0.13,86,Snow,5002
2020-01-12 17:00:00,26.2,3.43,0.3,54,Rain,197
2020-01-12 18:00:00,14.7,0.83,0.13,27,Clouds,3254
2020-01-12 19:00:00,-17.8,1.44,0.25,97,Clouds,6503
2020-01-12 20:00:00,13.1,1.99,0.01,7,Mist,6020
2020-01-12 21:00:00,-13.2,3.13,0.08,18,Clear,6478
2020-01-12 22:00:00,37.9,4.13,0.02,12,Clear,421
2020-01-12 23:00:00,1.2,0.38,0.13,25,Mist,3045
2020-01-13 00:00:00,10.2,2.72,0.02,38,Clear,2545
2020-01-13 01:00:00,0.3,5.79,0.18,50,Clouds,789
2020-01-13 02:00:00,8.0,4.57,0.33,5,Clouds,3717
2020-01-13 03:00:00,37.5,0.19,0.09,12,Snow,3418
2020-01-13 04:00:00,-4.4,1.67,0.07,51,Clouds,4105
2020-01-13 05:00:00,23.1,6.31,0.17,86,Rain,4415
2020-01-13 06:00:00,25.3,6.26,0.42,35,Clouds,2809
2020-01-13 07:00:00,-8.6,3.27,0.06,16,Mist,5005
2020-01-13 08:00:00,23.7,6.34,1.16,64,Clear,1604
2020-01-13 09:00:00,18.9,0.8,0.16,42,Clear,841
2020-01-13 10:00:00,-2.5,2.21,0.91,12,Clouds,1367
2020-01-13 11:00:00,11.4,1.11,0.31,91,Clouds,3138
2020-01-13 12:00:00,15.4,1.94,0.62,62,Clear,540
2020-01-13 13:00:00,30.2,0.43,0.04,54,Clear,2865
2020-01-13 14:00:00,-12.5,5.43,0.58,77,Clouds,1388
2020-01-13 15:00:00,38.3,7.22,0.56,13,Rain,1890
2020-01-13 16:00:00,26.1,0.23,0.16,70,Rain,5051
2020-01-13 17:00:00,12.1,1.19,0.31,40,Clear,2176
2020-01-13 18:00:00,26.6,1.37,0.9,42,Snow,1064
2020-01-13 19:00:00,24.0,7.66,0.14,62,Rain,525
2020-01-13 20:00:00,7.6,2.85,0.71,81,Mist,927
2020-01-13 21:00:00,0.2,1.21,0.16,40,Clear,2570
2020-01-13 22:00:00,39.3,1.31,0.88,8,Rain,6078
2020-01-13 23:00:00,33.1,4.5,1.11,19,Clouds,2603
2020-01-14 00:00:00,37.1,0.41,0.05,20,Snow,5535
2020-01-14 01:00:00,-17.1,2.42,0.09,99,Clouds,6168
2020-01-14 02:00:00,28.9,7.01,0.24,24,Clouds,3809
2020-01-14 03:00:00,33.5,0.64,0.15,65,Snow,1967
2020-01-14 04:00:00,8.6,1.88,1.03,29,Clear,6891
2020-01-14 05:00:00,33.5,7.41,0.08,71,Clouds,4301
2020-01-14 06:00:00,-13.9,7.39,0.61,24,Clear,5836
2020-01-14 07:00:00,-16.4,2.14,0.11,93,Clear,4344
2020-01-14 08:00:00,-2.5,1.37,0.32,29,Clear,6939
2020-01-14 09:00:00,-18.4,4.52,0.37,76,Clouds,5907
2020-01-14 10:00:00,21.0,2.23,0.42,30,Clear,1426
2020-01-14 11:00:00,35.6,11.48,0.17,95,Clouds,4972
2020-01-14 12:00:00,-2.3,1.92,0.6,35,Clear,6321
2020-01-14 13:00:00,19.6,5.04,0.69,40,Mist,5092
2020-01-14 14:00:00,8.1,0.61,0.94,60,Clouds,2970
2020-01-14 15:00:00,-4.7,9.08,0.48,28,Mist,5506
2020-01-14 16:00:00,35.1,5.16,0.35,33,Clear,6067
2020-01-14 17:00:00,37.5,8.65,0.71,18,Clouds,5194
2020-01-14 18:00:00,-11.9,7.1,0.09,89,Snow,190
2020-01-14 19:00:00,26.0,9.35,0.18,4,Mist,494
2020-01-14 20:00:00,-8.7,0.1,0.36,19,Rain,6565
2020-01-14 21:00:00,9.3,9.39,0.1,77,Rain,4639
2020-01-14 22:00:00,1.7,2.18,0.96,28,Snow,2178
2020-01-14 23:00:00,-5.4,3.38,0.09,2,Snow,5397
2020-01-15 00:00:00,20.5,7.23,0.14,83,Rain,5535
2020-01-15 01:00:00,31.3,11.74,0.82,24,Clouds,1083
2020-01-15 02:00:00,26.9,8.5,0.6,68,Clear,4001
2020-01-15 03:00:00,23.3,6.4,0.23,54,Clouds,5898
2020-01-15 04:00:00,-16.0,0.21,0.5,55,Rain,998
2020-01-15 05:00:00,-14.2,0.09,0.07,28,Mist,1053
2020-01-15 06:00:00,7.9,5.08,0.19,40,Mist,3239
2020-01-15 07:00:00,13.3,5.72,0.35,1,Clear,6785
2020-01-15 08:00:00,23.4,2.62,0.75,5,Clear,1190
2020-01-15 09:00:00,1.4,3.65,0.02,99,Rain,3751
2020-01-15 10:00:00,-18.6,4.18,0.55,58,Rain,285
2020-01-15 11:00:00,-17.8,1.55,0.01,64,Clear,6320
2020-01-15 12:00:00,31.3,9.52,0.46,30,Mist,6424
2020-01-15 13:00:00,-12.3,0.85,1.33,90,Snow,2673
2020-01-15 14:00:00,36.2,8.09,0.12,45,Snow,237
2020-01-15 15:00:00,-0.0,3.46,0.65,59,Snow,1585
2020-01-15 16:00:00,15.0,7.96,0.44,45,Mist,2100
2020-01-15 17:00:00,-9.9,0.21,1.2,18,Clouds,802
2020-01-15 18:00:00,7.2,5.22,0.56,0,Clouds,672
2020-01-15 19:00:00,32.5,5.83,0.17,94,Mist,273
2020-01-15 20:00:00,39.0,2.67,0.12,17,Clouds,392
2020-01-15 21:00:00,26.0,0.47,0.32,6,Snow,888
2020-01-15 22:00:00,25.9,3.11,0.2,31,Mist,4156
2020-01-15 23:00:00,33.1,0.03,1.03,98,Clear,3558
2020-01-16 00:00:00,-5.3,6.31,0.6,95,Mist,1526
2020-01-16 01:00:00,24.2,0.66,0.31,58,Rain,6019
2020-01-16 02:00:00,13.5,2.69,0.21,64,Snow,306
2020-01-16 03:00:00,-4.3,1.92,0.23,96,Snow,6220
2020-01-16 04:00:00,-16.7,6.34,0.34,11,Rain,2401
2020-01-16 05:00:00,-8.0,9.0,0.06,44,Snow,2939
2020-01-16 06:00:00,19.0,2.75,0.36,23,Rain,5164
2020-01-16 07:00:00,14.2,5.8,0.64,53,Rain,5549
2020-01-16 08:00:00,-15.8,1.01,0.24,3,Snow,6163
2020-01-16 09:00:00,13.7,0.32,0.49,78,Mist,4619
2020-01-16 10:00:00,3.4,6.16,0.24,95,Rain,1258
2020-01-16 11:00:00,-19.1,0.54,0.26,23,Clear,2705
2020-01-16 12:00:00,34.6,1.29,0.29,22,Rain,2517
2020-01-16 13:00:00,-4.5,5.17,0.19,88,Clear,6206
2020-01-16 14:00:00,13.2,6.73,0.06,48,Mist,225
2020-01-16 15:00:00,15.3,2.43,0.39,89,Rain,1522
2020-01-16 16:00:00,9.9,4.24,0.14,20,Rain,3663
2020-01-16 17:00:00,-5.6,6.53,0.06,69,Rain,824
2020-01-16 18:00:00,4.4,0.6,0.41,21,Clear,3245
2020-01-16 19:00:00,-2.6,2.62,0.89,74,Mist,186
2020-01-16 20:00:00,6.0,2.92,0.03,36,Snow,3688
2020-01-16 21:00:00,-15.0,2.9,0.22,29,Clouds,6484
2020-01-16 22:00:00,-10.0,2.14,0.32,30,Rain,3870
2020-01-16 23:00:00,-11.7,2.83,0.74,32,Rain,5469
2020-01-17 00:00:00,15.7,4.73,0.28,75,Rain,2857
2020-01-17 01:00:00,19.4,0.62,1.1,26,Snow,6265
2020-01-17 02:00:00,34.8,4.63,0.27,77,Mist,4223
2020-01-17 03:00:00,-4.3,2.76,0.53,57,Clear,5657
2020-01-17 04:00:00,3.6,1.94,0.23,0,Snow,4214
2020-01-17 05:00:00,17.3,10.67,0.99,63,Mist,5332
2020-01-17 06:00:00,38.3,7.02,0.02,71,Clouds,3347
2020-01-17 07:00:00,3.5,4.28,0.45,71,Mist,6122
2020-01-17 08:00:00,-2.6,4.23,0.76,92,Mist,4402
2020-01-17 09:00:00,3.3,7.87,0.21,25,Clear,1027
2020-01-17 10:00:00,-1.4,1.28,0.16,89,Mist,761
2020-01-17 11:00:00,-14.9,5.49,0.13,48,Mist,4497
2020-01-17 12:00:00,0.8,0.43,0.43,83,Rain,2870
2020-01-17 13:00:00,15.1,1.59,0.74,43,Clear,2658
2020-01-17 14:00:00,-9.0,1.98,0.05,42,Mist,752
2020-01-17 15:00:00,30.0,3.06,0.58,48,Mist,2425
2020-01-17 16:00:00,24.1,2.19,0.81,51,Rain,6381
2020-01-17 17:00:00,13.5,3.03,0.24,70,Clear,4177
2020-01-17 18:00:00,24.2,3.26,0.32,31,Clouds,465
2020-01-17 19:00:00,-1.0,4.5,0.2,54,Clear,2652
2020-01-17 20:00:00,-8.0,2.56,0.04,17,Snow,6523
