Date_Time,p_mbar,T_degC,rh_pct,wv_ms,wd_deg
2020-01-04 11:00:00,1008.3,14.4,83.4,0.64,26.7
2020-01-04 12:00:00,1033.0,14.1,46.9,2.27,237.2
2020-01-04 13:00:00,1011.2,13.9,73.0,0.93,175.3
2020-01-04 14:00:00,995.0,14.3,46.8,1.98,247.1
2020-01-04 15:00:00,1011.2,14.4,42.6,0.17,114.2
2020-01-04 16:00:00,1017.7,14.7,73.6,0.2,255.9
2020-01-04 17:00:00,1012.3,14.5,48.8,2.68,64.9
2020-01-04 18:00:00,999.2,14.9,80.0,2.51,279.1
2020-01-04 19:00:00,993.0,14.6,66.0,3.07,269.8
2020-01-04 20:00:00,1046.3,14.4,78.6,2.5,340.8
2020-01-04 21:00:00,1000.8,14.8,92.4,3.23,62.4
2020-01-04 22:00:00,1029.4,15.2,39.7,2.89,259.9
2020-01-04 23:00:00,1003.8,14.6,34.7,0.34,116.2
2020-01-05 00:00:00,1047.9,14.9,58.0,0.2,101.5
2020-01-05 01:00:00,1049.2,14.5,80.2,0.6,144.6
2020-01-05 02:00:00,1037.8,14.8,92.0,2.18,102.7
2020-01-05 03:00:00,1020.7,15.2,32.4,1.49,89.3
2020-01-05 04:00:00,1017.9,15.6,85.5,3.4,276.6
2020-01-05 05:00:00,1003.0,16.1,35.3,2.94,251.8
2020-01-05 06:00:00,988.5,16.2,70.6,3.35,39.4
2020-01-05 07:00:00,985.5,16.1,54.1,1.36,201.7
2020-01-05 08:00:00,1012.6,16.1,31.2,0.7,119.2
2020-01-05 09:00:00,1048.5,16.1,36.8,0.44,349.6
2020-01-05 10:00:00,997.3,16.0,54.8,0.57,153.0
2020-01-05 11:00:00,1008.8,16.0,96.8,1.96,14.6
2020-01-05 12:00:00,1024.9,16.3,40.8,3.58,119.4
2020-01-05 13:00:00,1004.6,15.9,49.0,0.8,112.6
2020-01-05 14:00:00,980.3,16.2,99.6,2.31,2.0
2020-01-05 15:00:00,1007.7,16.2,63.6,0.49,175.6
2020-01-05 16:00:00,1036.3,15.8,48.4,1.1,326.1
2020-01-05 17:00:00,1046.1,16.0,73.1,3.51,288.8
2020-01-05 18:00:00,999.3,15.5,60.5,1.91,246.5
2020-01-05 19:00:00,1044.5,15.5,90.1,0.79,123.7
2020-01-05 20:00:00,1040.7,16.2,30.6,0.9,83.5
2020-01-05 21:00:00,1008.5,16.0,99.8,1.16,123.3
2020-01-05 22:00:00,980.3,15.9,34.6,0.61,44.3
2020-01-05 23:00:00,1039.1,16.2,67.6,0.11,35.8
2020-01-06 00:00:00,1000.1,16.3,78.8,3.67,206.8
2020-01-06 01:00:00,1032.9,16.5,68.5,0.46,293.0
2020-01-06 02:00:00,1020.0,16.4,51.1,1.45,35.8
2020-01-06 03:00:00,995.5,16.5,89.9,2.65,120.7
2020-01-06 04:00:00,1025.4,16.4,60.1,0.48,44.2
2020-01-06 05:00:00,1033.5,16.5,51.0,0.77,111.8
2020-01-06 06:00:00,1013.2,16.5,83.8,0.34,298.9
2020-01-06 07:00:00,1032.4,16.7,40.2,1.07,12.5
2020-01-06 08:00:00,1008.3,17.0,44.4,1.3,233.0
2020-01-06 09:00:00,1048.6,17.1,47.7,0.14,21.5
2020-01-06 10:00:00,996.8,16.9,60.4,1.09,153.6
2020-01-06 11:00:00,1034.4,16.4,31.4,0.81,170.7
2020-01-06 12:00:00,1032.5,16.1,99.4,1.21,144.5
2020-01-06 13:00:00,1017.1,15.8,72.0,1.59,229.5
2020-01-06 14:00:00,1004.5,16.7,98.0,0.32,350.5
2020-01-06 15:00:00,1011.2,16.9,86.5,0.59,96.2
2020-01-06 16:00:00,1024.1,17.0,39.4,1.13,219.5
2020-01-06 17:00:00,1017.1,16.8,44.6,1.72,127.8
2020-01-06 18:00:00,1033.3,17.1,32.4,2.16,359.8
2020-01-06 19:00:00,1005.2,17.0,88.4,1.24,342.4
2020-01-06 20:00:00,987.5,17.1,71.5,0.26,33.6
2020-01-06 21:00:00,1015.4,17.3,45.1,1.43,350.5
2020-01-06 22:00:00,998.1,17.4,97.9,1.35,265.8
2020-01-06 23:00:00,1023.2,17.4,81.6,0.43,357.2
2020-01-07 00:00:00,1016.4,17.1,79.4,0.5,277.5
2020-01-07 01:00:00,1034.5,17.2,48.7,0.86,46.4
2020-01-07 02:00:00,1020.3,17.5,51.9,0.84,270.2
2020-01-07 03:00:00,1010.2,17.7,76.8,3.35,261.6
2020-01-07 04:00:00,988.4,17.8,71.5,0.18,60.0
2020-01-07 05:00:00,988.4,18.0,75.3,0.75,271.1
2020-01-07 06:00:00,1024.8,17.7,91.5,2.46,242.9
2020-01-07 07:00:00,1041.7,17.6,41.2,0.68,358.0
2020-01-07 08:00:00,1009.0,17.6,38.1,2.63,222.7
2020-01-07 09:00:00,1017.2,17.3,69.5,2.36,149.3
2020-01-07 10:00:00,1021.4,17.5,65.0,1.44,343.4
2020-01-07 11:00:00,1013.4,17.7,58.2,1.66,226.0
2020-01-07 12:00:00,984.2,17.7,93.3,1.02,125.5
2020-01-07 13:00:00,1021.2,17.8,69.1,4.28,7.6
2020-01-07 14:00:00,989.6,17.6,69.7,2.36,272.4
2020-01-07 15:00:00,1018.9,17.4,55.7,1.79,43.0
2020-01-07 16:00:00,1034.3,17.0,54.1,3.94,332.5
2020-01-07 17:00:00,980.4,17.0,99.1,0.75,346.1
2020-01-07 18:00:00,1010.1,16.8,73.6,2.78,85.1
2020-01-07 19:00:00,1032.2,16.5,87.8,1.63,40.6
2020-01-07 20:00:00,1017.0,16.6,61.3,1.25,214.3
2020-01-07 21:00:00,996.5,16.4,43.4,1.34,76.9
2020-01-07 22:00:00,1028.8,16.0,52.7,1.6,195.1
2020-01-07 23:00:00,1034.8,15.9,54.2,3.23,149.1
2020-01-08 00:00:00,1005.4,15.8,69.5,1.5,285.1
2020-01-08 01:00:00,1000.8,15.5,40.8,1.44,360.0
2020-01-08 02:00:00,1018.2,15.6,57.1,3.87,164.4
2020-01-08 03:00:00,1005.6,15.6,37.0,2.32,246.6
2020-01-08 04:00:00,1038.5,15.3,64.8,1.01,123.0
2020-01-08 05:00:00,1034.5,15.6,96.3,1.4,310.5
2020-01-08 06:00:00,1001.8,16.0,53.7,1.52,13.3
2020-01-08 07:00:00,1012.0,16.0,33.5,1.94,177.7
2020-01-08 08:00:00,1042.3,15.9,72.6,1.01,63.6
2020-01-08 09:00:00,990.3,15.8,74.4,2.98,63.7
2020-01-08 10:00:00,1032.8,15.7,63.6,2.17,191.9
2020-01-08 11:00:00,1002.2,15.4,57.8,2.01,110.8
2020-01-08 12:00:00,988.4,15.4,92.5,1.15,165.2
2020-01-08 13:00:00,988.2,15.2,95.7,0.26,110.0
2020-01-08 14:00:00,999.3,14.4,77.1,3.37,163.8
2020-01-08 15:00:00,1018.4,15.0,65.1,1.68,102.9
2020-01-08 16:00:00,1043.6,15.5,34.7,0.61,289.3
2020-01-08 17:00:00,1001.2,15.6,51.1,1.51,200.8
2020-01-08 18:00:00,993.9,15.2,50.0,2.09,58.1
2020-01-08 19:00:00,1013.5,15.9,34.1,0.67,3.0
2020-01-08 20:00:00,991.0,16.0,89.0,2.94,6.3
2020-01-08 21:00:00,999.0,15.9,90.7,1.28,151.8
2020-01-08 22:00:00,1049.1,16.4,93.9,0.95,113.1
2020-01-08 23:00:00,1019.1,16.1,81.9,0.13,94.4
2020-01-09 00:00:00,1034.9,15.4,79.7,1.23,224.3
2020-01-09 01:00:00,994.8,15.2,63.4,1.19,292.8
2020-01-09 02:00:00,1016.4,15.5,90.0,0.43,22.8
2020-01-09 03:00:00,1015.7,16.1,65.7,0.71,39.6
2020-01-09 04:00:00,1036.9,15.9,32.1,0.76,132.7
2020-01-09 05:00:00,981.5,15.6,70.9,3.17,158.9
2020-01-09 06:00:00,1040.2,15.6,57.3,0.09,142.3
2020-01-09 07:00:00,985.6,15.6,66.5,0.82,229.9
2020-01-09 08:00:00,1044.2,16.1,60.8,1.69,31.4
2020-01-09 09:00:00,990.0,16.2,64.8,3.49,178.1
2020-01-09 10:00:00,1017.3,16.9,37.6,1.91,292.2
2020-01-09 11:00:00,987.0,17.3,31.0,1.45,334.2
2020-01-09 12:00:00,1011.3,17.5,53.8,2.94,201.7
2020-01-09 13:00:00,1000.9,17.1,47.8,0.73,49.8
2020-01-09 14:00:00,1009.4,17.0,47.5,0.14,261.9
2020-01-09 15:00:00,1018.2,17.1,95.6,2.05,286.7
2020-01-09 16:00:00,1012.2,16.3,87.3,0.12,70.7
2020-01-09 17:00:00,981.6,16.1,30.9,0.63,243.9
2020-01-09 18:00:00,1040.4,16.0,30.6,0.3,335.0
2020-01-09 19:00:00,986.6,15.7,84.4,0.09,258.8
2020-01-09 20:00:00,1048.6,16.4,98.9,1.62,149.6
2020-01-09 21:00:00,1039.6,16.5,62.6,0.41,159.4
2020-01-09 22:00:00,1019.3,16.5,60.3,2.55,28.6
2020-01-09 23:00:00,997.2,15.9,49.3,4.93,189.4
2020-01-10 00:00:00,986.0,15.8,76.7,2.59,289.0
2020-01-10 01:00:00,1027.0,16.2,63.0,2.76,352.3
2020-01-10 02:00:00,994.1,16.1,41.7,1.64,143.7
2020-01-10 03:00:00,1031.3,15.9,63.7,1.35,156.7
2020-01-10 04:00:00,1038.3,15.5,56.3,2.15,19.7
2020-01-10 05:00:00,1049.2,15.6,92.3,2.45,279.0
2020-01-10 06:00:00,1015.3,15.7,84.0,2.37,258.0
2020-01-10 07:00:00,1048.2,15.7,79.1,2.64,145.1
2020-01-10 08:00:00,990.5,15.4,52.9,0.9,255.3
2020-01-10 09:00:00,1038.5,15.5,39.8,0.8,224.3
2020-01-10 10:00:00,1005.2,15.4,90.5,1.21,276.8
2020-01-10 11:00:00,1005.5,15.5,54.0,0.14,113.1
2020-01-10 12:00:00,998.8,15.7,71.5,0.74,234.3
2020-01-10 13:00:00,992.1,15.9,71.4,0.16,225.2
2020-01-10 14:00:00,1011.0,16.1,95.0,2.33,32.6
2020-01-10 15:00:00,1049.1,16.3,42.0,1.71,101.1
2020-01-10 16:00:00,1003.1,16.5,84.0,4.22,309.7
2020-01-10 17:00:00,1012.3,16.8,62.4,2.1,56.2
2020-01-10 18:00:00,996.0,17.2,42.2,2.03,136.6
2020-01-10 19:00:00,1003.6,17.3,88.5,3.1,81.1
2020-01-10 20:00:00,983.9,17.6,87.4,1.94,50.5
2020-01-10 21:00:00,1046.9,17.6,32.8,1.92,49.1
2020-01-10 22:00:00,1015.7,17.8,79.7,0.79,125.3
2020-01-10 23:00:00,1031.3,17.7,40.7,2.57,289.3
2020-01-11 00:00:00,1015.9,17.2,72.7,1.45,347.9
2020-01-11 01:00:00,1033.9,17.6,75.1,2.31,205.9
2020-01-11 02:00:00,1017.4,17.6,76.6,0.55,228.7
2020-01-11 03:00:00,1029.1,17.7,38.4,0.95,280.3
2020-01-11 04:00:00,1027.9,18.0,71.9,0.38,238.2
2020-01-11 05:00:00,1017.3,17.8,37.0,0.62,305.4
2020-01-11 06:00:00,996.1,17.7,82.2,2.06,318.3
2020-01-11 07:00:00,994.8,17.6,34.5,0.09,226.0
2020-01-11 08:00:00,1041.2,17.5,83.0,0.51,191.9
2020-01-11 09:00:00,988.4,17.4,91.8,0.06,140.8
2020-01-11 10:00:00,1019.1,17.2,50.9,0.98,166.2
2020-01-11 11:00:00,1015.2,17.3,84.5,2.13,124.4
2020-01-11 12:00:00,1035.9,16.8,59.2,0.84,153.7
2020-01-11 13:00:00,989.5,17.2,85.8,4.33,323.9
2020-01-11 14:00:00,1028.1,17.0,78.0,1.27,350.1
2020-01-11 15:00:00,1022.4,17.1,50.2,1.0,130.2
2020-01-11 16:00:00,1029.1,17.3,43.6,2.43,79.4
2020-01-11 17:00:00,1023.5,17.2,94.0,0.58,28.1
2020-01-11 18:00:00,1019.4,17.3,88.7,0.89,301.3
2020-01-11 19:00:00,1044.8,17.0,76.2,0.26,313.4
2020-01-11 20:00:00,1004.4,16.8,54.5,1.15,162.2
2020-01-11 21:00:00,992.9,16.7,65.7,1.24,195.3
2020-01-11 22:00:00,1035.7,16.9,69.1,0.53,266.3
2020-01-11 23:00:00,989.1,16.8,36.0,2.29,135.3
2020-01-12 00:00:00,1027.6,16.7,98.1,1.55,72.5
2020-01-12 01:00:00,1018.5,17.0,36.4,2.82,41.3
2020-01-12 02:00:00,980.1,17.1,80.5,0.7,84.7
2020-01-12 03:00:00,996.8,17.8,64.5,1.34,232.3
2020-01-12 04:00:00,1014.7,17.5,83.2,0.46,125.2
2020-01-12 05:00:00,1003.1,17.1,48.3,3.87,312.4
2020-01-12 06:00:00,1009.9,17.7,57.7,3.27,31.5
2020-01-12 07:00:00,1022.1,17.8,66.8,3.79,149.9
2020-01-12 08:00:00,1031.2,18.2,38.5,2.99,92.5
2020-01-12 09:00:00,990.6,17.9,89.6,1.05,319.6
2020-01-12 10:00:00,999.8,17.7,99.4,1.95,290.2
2020-01-12 11:00:00,1024.6,17.8,59.2,0.69,354.4
2020-01-12 12:00:00,1021.2,17.8,56.4,1.38,42.9
2020-01-12 13:00:00,1031.6,17.8,71.6,0.25,281.6
2020-01-12 14:00:00,1024.8,17.3,78.2,1.73,45.3
2020-01-12 15:00:00,1003.1,17.3,90.8,2.03,55.8
2020-01-12 16:00:00,1014.9,17.4,56.1,1.85,14.1
2020-01-12 17:00:00,1041.9,17.3,83.5,1.31,167.3
2020-01-12 18:00:00,993.0,17.6,46.8,0.18,45.3
2020-01-12 19:00:00,1006.4,17.8,77.6,1.92,125.4
2020-01-12 20:00:00,1038.9,17.9,62.7,1.11,99.4
2020-01-12 21:00:00,1005.5,17.7,76.3,0.68,351.5
2020-01-12 22:00:00,1008.9,17.8,56.6,3.19,237.0
2020-01-12 23:00:00,1002.3,17.9,50.6,0.92,147.8
2020-01-13 00:00:00,1043.0,18.0,64.0,0.87,316.2
2020-01-13 01:00:00,1026.4,17.8,92.7,1.14,23.0
2020-01-13 02:00:00,994.6,18.0,77.2,0.09,120.3
2020-01-13 03:00:00,1032.5,18.1,72.8,1.13,185.3
2020-01-13 04:00:00,982.7,18.0,80.4,0.63,19.4
2020-01-13 05:00:00,1007.7,18.1,81.0,1.78,52.5
2020-01-13 06:00:00,1043.7,17.8,50.6,1.26,322.2
2020-01-13 07:00:00,1028.3,17.2,46.3,1.91,64.7
2020-01-13 08:00:00,1035.5,16.8,65.6,2.14,331.8
2020-01-13 09:00:00,1045.2,16.8,40.3,0.42,34.6
2020-01-13 10:00:00,1034.2,16.8,63.2,5.33,319.8
2020-01-13 11:00:00,986.2,16.9,78.5,1.34,163.3
2020-01-13 12:00:00,996.1,17.1,30.5,0.63,206.4
2020-01-13 13:00:00,1015.0,17.2,37.8,2.65,101.4
2020-01-13 14:00:00,981.0,17.0,97.4,0.43,98.4
2020-01-13 15:00:00,1023.7,17.2,95.0,3.85,177.2
2020-01-13 16:00:00,1026.0,17.0,59.3,2.98,128.1
2020-01-13 17:00:00,1028.8,16.9,71.3,0.94,28.0
2020-01-13 18:00:00,1018.9,17.3,40.9,1.3,127.3
2020-01-13 19:00:00,1011.7,17.4,53.2,1.84,91.7
2020-01-13 20:00:00,1039.9,17.3,85.5,0.18,305.9
2020-01-13 21:00:00,1033.7,17.1,89.9,0.21,301.9
2020-01-13 22:00:00,1022.9,17.5,58.4,2.17,50.9
2020-01-13 23:00:00,983.2,17.5,51.8,2.88,262.8
2020-01-14 00:00:00,1028.6,17.1,77.7,3.76,162.3
2020-01-14 01:00:00,1019.1,17.0,80.3,3.8,312.7
2020-01-14 02:00:00,1028.5,16.5,98.9,0.85,98.6
2020-01-14 03:00:00,1001.8,15.7,78.8,1.75,31.7
2020-01-14 04:00:00,1034.4,16.0,46.8,0.95,288.2
2020-01-14 05:00:00,1009.3,15.7,34.2,1.32,312.6
2020-01-14 06:00:00,1042.6,15.3,48.0,2.69,302.6
2020-01-14 07:00:00,987.3,15.2,45.9,0.2,118.5
2020-01-14 08:00:00,1013.9,15.1,36.5,0.84,11.1
2020-01-14 09:00:00,994.4,14.9,61.1,2.24,50.3
2020-01-14 10:00:00,1011.7,14.6,50.2,0.78,331.0
2020-01-14 11:00:00,1004.8,14.6,94.8,0.9,131.1
2020-01-14 12:00:00,1036.2,14.5,58.3,0.73,316.9
2020-01-14 13:00:00,991.7,15.0,91.4,0.06,353.1
2020-01-14 14:00:00,1021.9,14.9,51.5,0.57,142.5
2020-01-14 15:00:00,1008.5,14.9,88.2,1.28,279.5
2020-01-14 16:00:00,1016.3,14.6,61.8,2.0,60.9
2020-01-14 17:00:00,1030.0,14.8,32.3,0.92,138.1
2020-01-14 18:00:00,1005.0,15.3,64.1,1.22,253.9
2020-01-14 19:00:00,1005.7,15.3,45.9,0.21,74.6
2020-01-14 20:00:00,985.4,15.1,51.5,3.75,115.1
2020-01-14 21:00:00,1018.6,15.2,77.9,3.18,203.0
2020-01-14 22:00:00,1009.2,15.3,67.1,1.69,248.8
2020-01-14 23:00:00,1036.9,16.2,92.2,3.5,128.5
2020-01-15 00:00:00,1010.7,16.1,95.5,1.31,135.6
2020-01-15 01:00:00,1048.0,16.0,78.4,3.15,39.6
2020-01-15 02:00:00,992.0,15.7,90.4,0.91,354.3
2020-01-15 03:00:00,998.7,15.6,43.7,2.88,220.4
2020-01-15 04:00:00,1007.4,15.5,35.5,3.92,190.9
2020-01-15 05:00:00,991.9,15.6,53.3,3.53,76.1
2020-01-15 06:00:00,1048.1,15.6,52.8,0.98,175.7
2020-01-15 07:00:00,1024.9,15.3,76.6,1.34,161.0
2020-01-15 08:00:00,980.8,14.9,88.8,3.07,93.1
2020-01-15 09:00:00,1020.5,14.8,50.8,1.14,160.7
2020-01-15 10:00:00,1034.7,15.0,59.7,1.76,73.3
2020-01-15 11:00:00,983.6,15.1,37.3,3.72,255.7
2020-01-15 12:00:00,1020.5,15.2,58.9,0.7,327.2
2020-01-15 13:00:00,1006.2,15.2,45.0,3.95,0.9
2020-01-15 14:00:00,1020.7,15.4,56.8,2.69,200.3
2020-01-15 15:00:00,997.7,15.2,48.6,1.0,263.6
2020-01-15 16:00:00,1026.6,15.0,86.6,0.41,326.6
2020-01-15 17:00:00,1027.0,14.7,30.3,1.16,129.0
2020-01-15 18:00:00,1017.8,14.5,53.7,3.94,326.6
2020-01-15 19:00:00,1044.7,14.9,97.8,1.22,297.2
2020-01-15 20:00:00,1043.7,15.1,77.5,1.28,189.1
2020-01-15 21:00:00,983.3,15.0,84.1,2.35,92.5
2020-01-15 22:00:00,1000.3,15.1,90.2,2.14,235.0
2020-01-15 23:00:00,1005.5,15.3,55.3,2.23,93.8
2020-01-16 00:00:00,983.9,15.1,34.6,0.9,125.6
2020-01-16 01:00:00,1016.7,15.1,58.7,0.22,168.1
2020-01-16 02:00:00,981.7,14.8,75.7,2.6,179.3
2020-01-16 03:00:00,1027.5,14.5,56.0,0.73,68.1
2020-01-16 04:00:00,980.2,14.7,61.4,2.92,249.8
2020-01-16 05:00:00,982.2,14.7,87.8,3.51,357.1
2020-01-16 06:00:00,1038.4,14.7,32.5,1.16,87.8
2020-01-16 07:00:00,997.7,15.1,53.4,0.66,199.6
2020-01-16 08:00:00,985.7,15.0,64.2,2.49,163.7
2020-01-16 09:00:00,1008.0,15.2,50.9,0.0,110.8
2020-01-16 10:00:00,983.6,14.9,61.2,1.48,151.1
2020-01-16 11:00:00,1032.5,14.8,58.1,0.22,263.8
2020-01-16 12:00:00,1014.6,14.6,94.7,1.04,149.3
2020-01-16 13:00:00,1018.6,14.3,64.5,0.63,182.4
2020-01-16 14:00:00,1032.7,14.9,63.3,1.68,171.8
2020-01-16 15:00:00,1034.9,14.5,47.8,0.23,199.9
2020-01-16 16:00:00,989.5,14.3,33.2,0.6,104.8
2020-01-16 17:00:00,999.6,13.7,51.0,2.36,183.5
2020-01-16 18:00:00,992.3,13.5,31.9,2.88,48.5
2020-01-16 19:00:00,983.8,13.5,87.9,2.34,266.9
2020-01-16 20:00:00,1017.6,13.7,44.3,1.61,39.9
2020-01-16 21:00:00,997.5,13.6,93.8,2.38,282.6
2020-01-16 22:00:00,990.8,13.2,92.0,2.0,297.2
2020-01-16 23:00:00,1015.7,13.1,76.5,2.29,6.9
2020-01-17 00:00:00,1024.4,13.1,90.4,0.67,299.1
2020-01-17 01:00:00,1034.0,13.4,91.5,2.49,233.3
2020-01-17 02:00:00,981.2,13.2,84.3,1.91,34.9
2020-01-17 03:00:00,1016.8,12.9,65.6,1.05,359.3
2020-01-17 04:00:00,998.7,12.8,96.5,2.18,221.6
2020-01-17 05:00:00,1049.4,12.9,87.2,2.6,144.3
2020-01-17 06:00:00,991.0,13.1,38.9,1.13,318.7
2020-01-17 07:00:00,1010.6,12.8,59.4,0.07,15.0
2020-01-17 08:00:00,1047.9,12.6,67.8,1.6,258.2
2020-01-17 09:00:00,994.9,12.0,67.1,1.44,51.7
2020-01-17 10:00:00,1036.5,11.4,56.6,2.07,198.9
2020-01-17 11:00:00,997.0,11.0,67.2,1.81,34.5
2020-01-17 12:00:00,985.3,10.7,36.5,0.8,244.5
2020-01-17 13:00:00,983.0,10.6,75.9,1.98,167.4
2020-01-17 14:00:00,1046.4,10.7,64.8,0.29,2.4
2020-01-17 15:00:00,994.9,10.6,85.1,0.72,25.7
2020-01-17 16:00:00,1000.4,10.7,78.5,1.77,253.1
2020-01-17 17:00:00,1047.7,11.0,37.9,2.31,143.8
2020-01-17 18:00:00,1026.0,11.1,54.5,1.9,242.0
2020-01-17 19:00:00,1014.2,11.0,81.5,2.17,140.3
2020-01-17 20:00:00,1010.5,11.1,53.6,2.36,130.2
2020-01-17 21:00:00,983.4,10.6,69.7,3.57,307.8
2020-01-17 22:00:00,1038.7,10.5,97.3,1.97,307.7
2020-01-17 23:00:00,1033.3,10.7,35.6,2.18,331.1
2020-01-18 00:00:00,986.3,10.7,43.3,1.79,296.3
2020-01-18 01:00:00,1004.7,10.7,63.6,2.93,45.9
2020-01-18 02:00:00,1042.0,10.7,81.7,1.64,23.9
2020-01-18 03:00:00,996.6,10.8,53.1,2.98,21.0
2020-01-18 04:00:00,1022.8,11.1,38.2,1.27,352.9
