timestamp,temperature,vibration,pressure,rpm,power_consumption,anomaly
2024-01-04 06:00:00,50.46,0.65,98.6,3047.0,74.17,0
2024-01-04 07:00:00,40.06,0.585,95.5,2950.0,75.42,0
2024-01-04 08:00:00,48.9,0.465,100.0,3240.0,89.5,0
2024-01-04 09:00:00,51.79,0.465,106.0,3028.0,69.53,0
2024-01-04 10:00:00,57.39,0.468,85.6,2607.0,105.18,0
2024-01-04 11:00:00,47.41,0.708,77.0,2777.0,51.33,0
2024-01-04 12:00:00,60.249095173286236,0.8445336969538699,94.5,2963.0,99.67,1
2024-01-04 13:00:00,47.49,0.543,87.8,3062.0,76.64,0
2024-01-04 14:00:00,54.58,0.603,94.9,2989.0,92.89,0
2024-01-04 15:00:00,51.64,0.524,98.5,3244.0,81.2,0
2024-01-04 16:00:00,47.35,0.474,95.5,2610.0,97.09,0
2024-01-04 17:00:00,67.56598901439382,0.8362109401594922,114.5,3029.0,74.19,1
2024-01-04 18:00:00,50.49,0.493,103.3,2636.0,63.52,0
2024-01-04 19:00:00,54.84,0.496,103.0,3152.0,101.31,0
2024-01-04 20:00:00,46.49,0.573,106.2,2981.0,78.3,0
2024-01-04 21:00:00,48.36,0.505,88.6,3084.0,83.32,0
2024-01-04 22:00:00,69.18589459239334,0.8162667335059279,110.4,2827.0,98.52,1
2024-01-04 23:00:00,42.68,0.492,99.2,3256.0,64.52,0
2024-01-05 00:00:00,51.48,0.508,106.7,3208.0,88.93,0
2024-01-05 01:00:00,51.31,0.3,89.3,3117.0,71.15,0
2024-01-05 02:00:00,50.03,0.592,84.5,2974.0,78.02,0
2024-01-05 03:00:00,48.83,0.535,108.2,3116.0,81.08,0
2024-01-05 04:00:00,42.92,0.6,103.8,2859.0,57.5,0
2024-01-05 05:00:00,47.9,0.21,91.0,3171.0,68.32,0
2024-01-05 06:00:00,48.29,0.709,91.3,3330.0,100.27,0
2024-01-05 07:00:00,45.99,0.486,111.3,3214.0,93.29,0
2024-01-05 08:00:00,49.19,0.611,88.1,2854.0,79.06,0
2024-01-05 09:00:00,52.02,0.396,116.4,3072.0,83.65,0
2024-01-05 10:00:00,71.57233164601604,0.8770748951277354,91.0,2741.0,75.59,1
2024-01-05 11:00:00,50.87,0.395,106.4,3114.0,100.35,0
2024-01-05 12:00:00,51.29,0.438,96.7,3090.0,76.99,0
2024-01-05 13:00:00,62.18079295509425,1.0376791885200136,106.0,2626.0,83.48,1
2024-01-05 14:00:00,40.41,0.481,94.6,2768.0,97.19,0
2024-01-05 15:00:00,49.87,0.522,98.4,2943.0,68.34,0
2024-01-05 16:00:00,50.3,0.587,100.4,2940.0,103.38,0
2024-01-05 17:00:00,62.32,0.55,90.0,2758.0,57.04,0
2024-01-05 18:00:00,49.04,0.515,107.4,3078.0,104.44,0
2024-01-05 19:00:00,51.51,0.536,94.9,3050.0,74.41,0
2024-01-05 20:00:00,49.83,0.74,97.7,2961.0,76.36,0
2024-01-05 21:00:00,44.16,0.494,90.1,2849.0,51.65,0
2024-01-05 22:00:00,73.99235237725301,0.792671184387677,74.4,3210.0,73.18,1
2024-01-05 23:00:00,53.76,0.605,98.1,3331.0,64.4,0
2024-01-06 00:00:00,53.96,0.611,124.1,2903.0,70.89,0
2024-01-06 01:00:00,45.45,0.619,107.8,2878.0,77.94,0
2024-01-06 02:00:00,57.01,0.564,99.8,3098.0,94.37,0
2024-01-06 03:00:00,42.99,0.386,97.4,2928.0,83.11,0
2024-01-06 04:00:00,52.93,0.663,100.2,2972.0,84.62,0
2024-01-06 05:00:00,60.95,0.385,105.5,3148.0,63.57,0
2024-01-06 06:00:00,45.05,0.53,88.2,2618.0,66.79,0
2024-01-06 07:00:00,47.17,0.425,111.1,3264.0,106.98,0
2024-01-06 08:00:00,50.5,0.494,107.2,3015.0,68.97,0
2024-01-06 09:00:00,47.48,0.533,107.2,2918.0,104.84,0
2024-01-06 10:00:00,42.25,0.532,104.4,2982.0,76.35,0
2024-01-06 11:00:00,50.34,0.542,100.2,2992.0,80.03,0
2024-01-06 12:00:00,44.69,0.661,106.7,2654.0,96.06,0
2024-01-06 13:00:00,52.37,0.545,105.9,3299.0,99.08,0
2024-01-06 14:00:00,45.4,0.476,96.5,3008.0,78.34,0
2024-01-06 15:00:00,70.45938820007558,0.882261048917364,94.3,3089.0,74.18,1
2024-01-06 16:00:00,46.08,0.619,101.0,3190.0,79.16,0
2024-01-06 17:00:00,48.39,0.377,115.5,2796.0,85.07,0
2024-01-06 18:00:00,54.07,0.56,87.6,3095.0,93.37,0
2024-01-06 19:00:00,43.85,0.57,85.3,2946.0,80.06,0
2024-01-06 20:00:00,51.14,0.47,101.6,3169.0,89.28,0
2024-01-06 21:00:00,56.54,0.638,100.5,2575.0,104.58,0
2024-01-06 22:00:00,41.96,0.485,101.7,2980.0,85.72,0
2024-01-06 23:00:00,50.92,0.513,102.4,2879.0,84.67,0
2024-01-07 00:00:00,51.3,0.483,97.8,3086.0,57.22,0
2024-01-07 01:00:00,53.91,0.502,114.9,3094.0,40.54,0
2024-01-07 02:00:00,43.82,0.39,84.0,2858.0,85.83,0
2024-01-07 03:00:00,43.4,0.356,91.7,2858.0,78.58,0
2024-01-07 04:00:00,52.61,0.659,99.0,2978.0,72.28,0
2024-01-07 05:00:00,66.79205464188905,0.7307418594947596,83.6,2821.0,83.65,1
2024-01-07 06:00:00,51.25,0.401,98.2,3168.0,79.09,0
2024-01-07 07:00:00,51.73,0.285,116.6,2926.0,96.92,0
2024-01-07 08:00:00,46.6,0.436,100.2,2419.0,81.29,0
2024-01-07 09:00:00,51.16,0.368,102.3,2925.0,68.8,0
2024-01-07 10:00:00,51.47,0.664,87.4,2792.0,94.85,0
2024-01-07 11:00:00,46.43,0.601,93.8,2674.0,76.74,0
2024-01-07 12:00:00,67.57154882285249,0.682627224057494,96.2,2753.0,87.9,1
2024-01-07 13:00:00,52.37,0.725,96.8,3022.0,72.84,0
2024-01-07 14:00:00,44.04,0.598,112.8,3266.0,70.25,0
2024-01-07 15:00:00,53.28,0.468,105.6,3063.0,81.26,0
2024-01-07 16:00:00,45.13,0.25,88.9,2879.0,80.19,0
2024-01-07 17:00:00,53.94,0.729,102.5,3091.0,87.2,0
2024-01-07 18:00:00,55.79,0.361,105.0,2908.0,75.97,0
2024-01-07 19:00:00,45.9,0.335,111.4,2861.0,52.45,0
2024-01-07 20:00:00,54.82,0.602,115.8,2769.0,73.51,0
2024-01-07 21:00:00,52.06,0.744,89.8,2650.0,91.91,0
2024-01-07 22:00:00,54.11,0.638,91.9,2922.0,75.54,0
2024-01-07 23:00:00,59.48,0.556,87.4,3032.0,76.3,0
2024-01-08 00:00:00,48.77,0.559,97.7,2981.0,94.8,0
2024-01-08 01:00:00,46.23,0.585,104.7,2917.0,69.32,0
2024-01-08 02:00:00,45.55,0.576,109.9,2811.0,56.86,0
2024-01-08 03:00:00,45.92,0.528,99.2,3122.0,77.59,0
2024-01-08 04:00:00,49.61,0.51,96.8,2737.0,72.74,0
2024-01-08 05:00:00,51.71,0.494,101.5,3155.0,65.51,0
2024-01-08 06:00:00,51.38,0.425,91.6,2800.0,77.37,0
2024-01-08 07:00:00,54.14,0.472,120.9,2850.0,87.37,0
2024-01-08 08:00:00,50.07,0.331,83.9,2707.0,79.86,0
2024-01-08 09:00:00,57.27,0.49,101.8,2900.0,84.6,0
2024-01-08 10:00:00,48.68,0.401,120.2,3195.0,107.2,0
2024-01-08 11:00:00,63.6,0.39,100.1,3103.0,74.86,0
2024-01-08 12:00:00,53.13,0.518,98.1,3196.0,84.18,0
2024-01-08 13:00:00,45.71,0.639,96.4,3104.0,72.36,0
2024-01-08 14:00:00,58.43770195338825,0.8521505334126556,98.2,2779.0,67.3,1
2024-01-08 15:00:00,52.41,0.343,113.7,2934.0,71.23,0
2024-01-08 16:00:00,48.88,0.401,77.9,2844.0,72.82,0
2024-01-08 17:00:00,53.57,0.594,115.3,3266.0,85.39,0
2024-01-08 18:00:00,52.37,0.402,85.8,2761.0,115.24,0
2024-01-08 19:00:00,49.64,0.478,97.3,3179.0,69.26,0
2024-01-08 20:00:00,45.77,0.555,95.7,3179.0,73.75,0
2024-01-08 21:00:00,42.43,0.403,105.9,3366.0,79.05,0
2024-01-08 22:00:00,47.77,0.511,84.0,2918.0,85.94,0
2024-01-08 23:00:00,54.28,0.367,104.6,3142.0,83.95,0
2024-01-09 00:00:00,51.07,0.44,120.2,3456.0,99.26,0
2024-01-09 01:00:00,43.77,0.532,86.4,2876.0,43.6,0
2024-01-09 02:00:00,50.87,0.341,101.9,2693.0,44.2,0
2024-01-09 03:00:00,58.33587032294114,0.7495813767322653,93.4,2624.0,72.56,1
2024-01-09 04:00:00,45.58,0.498,104.3,3143.0,96.46,0
2024-01-09 05:00:00,50.77,0.555,100.2,2623.0,56.52,0
2024-01-09 06:00:00,50.29,0.522,93.6,2926.0,34.89,0
2024-01-09 07:00:00,44.29,0.636,104.9,3087.0,88.57,0
2024-01-09 08:00:00,62.8739244232469,0.807235789957339,118.0,3037.0,83.65,1
2024-01-09 09:00:00,52.8,0.457,98.1,3085.0,63.65,0
2024-01-09 10:00:00,55.42,0.512,107.2,3044.0,65.22,0
2024-01-09 11:00:00,55.27,0.554,87.1,3256.0,65.45,0
2024-01-09 12:00:00,43.11,0.505,90.4,2810.0,81.66,0
2024-01-09 13:00:00,45.31,0.504,104.7,2865.0,70.61,0
2024-01-09 14:00:00,52.58,0.43,114.8,2845.0,87.41,0
2024-01-09 15:00:00,52.57,0.434,103.6,3166.0,37.18,0
2024-01-09 16:00:00,52.58,0.36,96.9,3180.0,67.15,0
2024-01-09 17:00:00,82.95139341955607,0.9434215458735713,100.0,3090.0,63.11,1
2024-01-09 18:00:00,52.85,0.376,87.5,3237.0,76.15,0
2024-01-09 19:00:00,55.68,0.431,106.0,2764.0,71.93,0
2024-01-09 20:00:00,54.77,0.428,108.8,3333.0,91.97,0
2024-01-09 21:00:00,53.26,0.589,95.5,3305.0,52.11,0
2024-01-09 22:00:00,48.42,0.471,95.3,3147.0,80.68,0
2024-01-09 23:00:00,53.79,0.625,102.7,3356.0,88.38,0
2024-01-10 00:00:00,46.14,0.433,95.6,2669.0,107.85,0
2024-01-10 01:00:00,48.82,0.528,99.3,2895.0,72.77,0
2024-01-10 02:00:00,47.57,0.416,121.0,2853.0,84.87,0
2024-01-10 03:00:00,50.41,0.715,97.5,3144.0,52.94,0
2024-01-10 04:00:00,61.57,0.381,96.4,2790.0,44.12,0
2024-01-10 05:00:00,40.66,0.531,93.5,3151.0,92.67,0
2024-01-10 06:00:00,53.43,0.563,107.4,3274.0,79.92,0
2024-01-10 07:00:00,41.94,0.541,98.2,3139.0,97.68,0
2024-01-10 08:00:00,47.64,0.481,93.5,3057.0,59.4,0
2024-01-10 09:00:00,55.44,0.487,113.2,2802.0,87.8,0
2024-01-10 10:00:00,50.32,0.504,114.2,2831.0,108.03,0
2024-01-10 11:00:00,44.61,0.485,94.0,3250.0,86.3,0
2024-01-10 12:00:00,46.42,0.596,81.3,3156.0,84.15,0
2024-01-10 13:00:00,53.4,0.721,110.1,2992.0,80.13,0
2024-01-10 14:00:00,46.35,0.444,93.2,2916.0,56.44,0
2024-01-10 15:00:00,51.08,0.363,107.9,2595.0,100.33,0
2024-01-10 16:00:00,50.23,0.491,80.3,2786.0,70.84,0
2024-01-10 17:00:00,46.74,0.758,108.9,3382.0,87.57,0
2024-01-10 18:00:00,60.72,0.42,87.9,2744.0,56.55,0
2024-01-10 19:00:00,53.17,0.664,107.3,3038.0,62.31,0
2024-01-10 20:00:00,57.25954488237852,1.007806683246188,100.1,3201.0,101.53,1
2024-01-10 21:00:00,50.93,0.445,90.5,2749.0,74.79,0
2024-01-10 22:00:00,46.69,0.557,95.9,3037.0,101.8,0
2024-01-10 23:00:00,54.26,0.663,106.9,3188.0,78.83,0
2024-01-11 00:00:00,46.04,0.462,101.1,3002.0,52.37,0
2024-01-11 01:00:00,49.43,0.48,105.8,3574.0,93.38,0
2024-01-11 02:00:00,52.52,0.442,119.8,2666.0,71.15,0
2024-01-11 03:00:00,54.33,0.399,84.4,3212.0,90.48,0
2024-01-11 04:00:00,44.0,0.435,116.2,2965.0,80.38,0
2024-01-11 05:00:00,48.33,0.378,101.0,3154.0,56.85,0
2024-01-11 06:00:00,63.079755960445624,0.809006014135933,91.0,3088.0,82.46,1
2024-01-11 07:00:00,46.73,0.423,86.7,2853.0,112.94,0
2024-01-11 08:00:00,58.83,0.523,98.1,3046.0,87.39,0
2024-01-11 09:00:00,52.02,0.344,109.2,2628.0,79.14,0
2024-01-11 10:00:00,43.7,0.533,98.7,3121.0,96.13,0
2024-01-11 11:00:00,54.59,0.583,115.1,3060.0,83.16,0
2024-01-11 12:00:00,60.61,0.301,85.5,3128.0,83.14,0
2024-01-11 13:00:00,55.16,0.537,99.9,3212.0,63.63,0
2024-01-11 14:00:00,42.4,0.623,87.5,3074.0,83.51,0
2024-01-11 15:00:00,47.58,0.379,103.6,3030.0,95.53,0
2024-01-11 16:00:00,56.33,0.667,108.9,2824.0,67.46,0
2024-01-11 17:00:00,46.46,0.542,95.8,2858.0,101.37,0
2024-01-11 18:00:00,52.22,0.429,74.0,3237.0,78.62,0
2024-01-11 19:00:00,66.30001834719977,0.7571503834671736,102.0,3287.0,66.68,1
2024-01-11 20:00:00,45.37,0.556,104.4,2952.0,94.96,0
2024-01-11 21:00:00,49.7,0.508,104.0,3009.0,75.7,0
2024-01-11 22:00:00,33.79,0.554,112.4,2819.0,91.39,0
2024-01-11 23:00:00,44.88,0.408,89.3,3235.0,75.62,0
2024-01-12 00:00:00,48.74,0.517,106.8,3133.0,79.1,0
2024-01-12 01:00:00,43.76,0.359,111.9,3388.0,87.4,0
2024-01-12 02:00:00,58.16,0.489,82.2,2824.0,84.36,0
2024-01-12 03:00:00,42.85,0.41,103.2,2924.0,50.07,0
2024-01-12 04:00:00,47.8,0.426,95.0,3046.0,63.18,0
2024-01-12 05:00:00,50.65,0.624,99.2,3129.0,93.94,0
2024-01-12 06:00:00,57.21,0.609,103.5,2957.0,78.02,0
2024-01-12 07:00:00,42.82,0.561,95.1,2825.0,72.14,0
2024-01-12 08:00:00,55.82,0.391,93.2,3176.0,59.62,0
2024-01-12 09:00:00,59.927051850624345,0.7554624284110835,100.3,3144.0,63.8,1
2024-01-12 10:00:00,45.09,0.621,89.1,2817.0,49.67,0
2024-01-12 11:00:00,52.31,0.514,89.1,3271.0,78.48,0
2024-01-12 12:00:00,51.0,0.732,106.8,3234.0,71.02,0
2024-01-12 13:00:00,47.0,0.539,88.5,3027.0,65.5,0
2024-01-12 14:00:00,50.35,0.519,106.7,3016.0,78.98,0
2024-01-12 15:00:00,48.07,0.469,104.6,3111.0,85.46,0
2024-01-12 16:00:00,50.57,0.513,82.7,2828.0,111.4,0
2024-01-12 17:00:00,53.31,0.485,93.2,3006.0,57.32,0
2024-01-12 18:00:00,57.93,0.571,111.9,2570.0,97.39,0
2024-01-12 19:00:00,43.81,0.596,90.2,3175.0,94.6,0
2024-01-12 20:00:00,60.67,0.421,95.4,2688.0,68.31,0
2024-01-12 21:00:00,40.24,0.367,104.6,3301.0,83.05,0
2024-01-12 22:00:00,49.24,0.316,107.8,2934.0,73.14,0
2024-01-12 23:00:00,52.94,0.551,97.5,2958.0,82.79,0
2024-01-13 00:00:00,51.4,0.39,94.0,2874.0,102.64,0
2024-01-13 01:00:00,46.89,0.285,114.2,2942.0,89.08,0
2024-01-13 02:00:00,48.96,0.539,117.4,3284.0,87.63,0
2024-01-13 03:00:00,64.88722386913359,1.116716494838728,109.8,2502.0,73.55,1
2024-01-13 04:00:00,47.05,0.499,100.9,3255.0,57.74,0
2024-01-13 05:00:00,54.25,0.584,91.9,3068.0,76.87,0
2024-01-13 06:00:00,51.79,0.508,91.7,2759.0,98.1,0
2024-01-13 07:00:00,46.54,0.49,105.2,2785.0,57.09,0
2024-01-13 08:00:00,54.5,0.592,104.2,3335.0,64.17,0
2024-01-13 09:00:00,51.54,0.471,114.0,2811.0,81.89,0
2024-01-13 10:00:00,54.06,0.527,106.5,2769.0,65.23,0
2024-01-13 11:00:00,53.15,0.532,85.0,3227.0,68.11,0
2024-01-13 12:00:00,45.86,0.433,110.5,3068.0,73.65,0
2024-01-13 13:00:00,47.2,0.599,90.0,2812.0,59.52,0
2024-01-13 14:00:00,53.74,0.483,96.2,3043.0,65.39,0
2024-01-13 15:00:00,53.05,0.424,102.5,2795.0,90.55,0
2024-01-13 16:00:00,49.9,0.554,120.0,3220.0,60.39,0
2024-01-13 17:00:00,50.59,0.41,131.1,3212.0,56.03,0
2024-01-13 18:00:00,56.39,0.503,106.1,3106.0,70.55,0
2024-01-13 19:00:00,47.04,0.499,98.2,3072.0,90.98,0
2024-01-13 20:00:00,52.74,0.609,105.3,3352.0,77.05,0
2024-01-13 21:00:00,48.99,0.547,108.9,3000.0,73.03,0
2024-01-13 22:00:00,63.175660426283606,0.8215834416004846,96.8,2764.0,80.67,1
2024-01-13 23:00:00,55.49,0.582,118.0,3090.0,53.81,0
2024-01-14 00:00:00,54.13,0.639,102.3,3417.0,87.42,0
2024-01-14 01:00:00,54.07,0.556,105.0,2797.0,85.75,0
2024-01-14 02:00:00,56.53,0.501,106.7,2928.0,73.86,0
2024-01-14 03:00:00,50.11,0.369,104.2,3083.0,95.09,0
2024-01-14 04:00:00,59.84203227141641,0.6713535839800788,108.4,2989.0,63.09,1
2024-01-14 05:00:00,48.45,0.469,93.8,2804.0,96.92,0
2024-01-14 06:00:00,51.62,0.439,94.4,3224.0,82.32,0
2024-01-14 07:00:00,49.35,0.481,89.0,3464.0,74.95,0
2024-01-14 08:00:00,50.48,0.506,104.4,3039.0,79.7,0
2024-01-14 09:00:00,52.98,0.553,107.8,2819.0,78.39,0
2024-01-14 10:00:00,45.91,0.493,104.6,2690.0,98.3,0
2024-01-14 11:00:00,60.46,0.549,116.7,3052.0,63.85,0
2024-01-14 12:00:00,44.97,0.506,99.9,3221.0,68.56,0
2024-01-14 13:00:00,43.93,0.302,106.7,3095.0,95.54,0
2024-01-14 14:00:00,55.79,0.406,89.1,3000.0,71.07,0
2024-01-14 15:00:00,53.96,0.486,96.1,2882.0,93.51,0
2024-01-14 16:00:00,53.12,0.379,107.0,2782.0,105.49,0
2024-01-14 17:00:00,53.14,0.56,108.5,3167.0,73.97,0
2024-01-14 18:00:00,49.94,0.653,97.1,3183.0,90.22,0
2024-01-14 19:00:00,45.51,0.622,99.3,2691.0,62.69,0
2024-01-14 20:00:00,50.38,0.479,84.8,3318.0,91.32,0
2024-01-14 21:00:00,60.24091285960021,1.0235584157112692,96.4,3115.0,82.99,1
2024-01-14 22:00:00,71.05880038276426,0.8397127711440304,108.9,3280.0,87.1,1
2024-01-14 23:00:00,49.26,0.466,105.8,2732.0,70.32,0
2024-01-15 00:00:00,45.87,0.439,105.0,2727.0,55.08,0
2024-01-15 01:00:00,48.39,0.47,100.5,2970.0,87.55,0
2024-01-15 02:00:00,52.06,0.461,100.1,3101.0,49.05,0
2024-01-15 03:00:00,47.18,0.517,93.4,3359.0,75.24,0
2024-01-15 04:00:00,62.21698493299698,0.818272136616611,107.0,3141.0,94.12,1
2024-01-15 05:00:00,51.22,0.5,104.2,2951.0,82.88,0
2024-01-15 06:00:00,51.22,0.544,104.9,2795.0,109.23,0
2024-01-15 07:00:00,47.47,0.619,94.7,3246.0,95.38,0
2024-01-15 08:00:00,47.64,0.595,78.5,2807.0,70.19,0
2024-01-15 09:00:00,51.16,0.352,111.0,3326.0,80.41,0
2024-01-15 10:00:00,42.76,0.245,95.2,2943.0,79.29,0
2024-01-15 11:00:00,42.96,0.593,91.4,3318.0,56.27,0
2024-01-15 12:00:00,46.41,0.363,106.9,3136.0,65.89,0
2024-01-15 13:00:00,48.93,0.478,96.1,2973.0,71.59,0
2024-01-15 14:00:00,51.55,0.383,110.6,2896.0,49.46,0
2024-01-15 15:00:00,76.97709599254739,0.5047360226017463,106.2,2932.0,80.71,1
2024-01-15 16:00:00,54.29,0.554,106.8,3086.0,76.26,0
2024-01-15 17:00:00,49.2,0.576,86.3,3015.0,54.91,0
2024-01-15 18:00:00,49.9,0.442,112.1,2881.0,86.06,0
2024-01-15 19:00:00,44.99,0.241,102.6,2967.0,90.74,0
2024-01-15 20:00:00,49.91,0.445,96.3,3016.0,83.41,0
2024-01-15 21:00:00,48.56,0.539,101.4,2574.0,75.14,0
2024-01-15 22:00:00,51.61,0.352,82.2,3092.0,88.87,0
2024-01-15 23:00:00,61.298631226146256,0.8744901425819782,104.1,2804.0,90.2,1
2024-01-16 00:00:00,52.6,0.498,89.7,2769.0,84.61,0
2024-01-16 01:00:00,57.66,0.558,86.5,2663.0,67.63,0
2024-01-16 02:00:00,58.785819640422055,0.8538958926886151,84.8,2641.0,84.15,1
2024-01-16 03:00:00,52.01,0.403,111.1,2729.0,97.93,0
2024-01-16 04:00:00,66.16651027620405,0.925490796442102,93.7,2858.0,71.05,1
2024-01-16 05:00:00,47.99,0.484,115.3,3391.0,111.47,0
2024-01-16 06:00:00,51.12,0.497,94.6,2895.0,72.12,0
2024-01-16 07:00:00,50.06,0.407,82.9,3036.0,80.49,0
2024-01-16 08:00:00,50.49,0.456,88.8,3080.0,69.91,0
2024-01-16 09:00:00,46.13,0.412,112.4,3026.0,83.35,0
2024-01-16 10:00:00,50.12,0.483,98.4,2985.0,53.87,0
2024-01-16 11:00:00,52.49,0.671,94.5,2761.0,71.81,0
2024-01-16 12:00:00,57.26,0.363,101.6,3290.0,63.62,0
2024-01-16 13:00:00,67.45892185716372,0.6869575838274511,105.0,3361.0,82.03,1
2024-01-16 14:00:00,60.77,0.647,111.2,2663.0,94.92,0
2024-01-16 15:00:00,46.16,0.479,114.5,2795.0,89.69,0
2024-01-16 16:00:00,54.36,0.433,96.4,2944.0,44.43,0
2024-01-16 17:00:00,50.92,0.604,86.7,2807.0,110.63,0
