Date,Open,High,Low,Close,Volume
2020-02-05,3105.7299927019644,3118.854912132521,3104.1558674231683,3109.48,3498197
2020-02-06,3107.6334324505583,3108.772843223516,3098.0966924577265,3106.75,4027887
2020-02-07,3117.5277327075796,3127.35994129575,3109.215391922182,3114.82,4331275
2020-02-10,3113.636677892672,3135.015674864695,3103.693126790541,3116.35,2653981
2020-02-11,3099.349189482813,3118.273413134226,3091.3971716905653,3096.14,3764831
2020-02-12,3098.9578836980436,3108.8471478526426,3099.6903807089734,3100.23,2454716
2020-02-13,3097.502068255044,3104.674867065486,3099.1638201034343,3101.58,2888875
2020-02-14,3102.7748131122453,3103.40666802148,3093.2146884320573,3096.17,1692946
2020-02-17,3091.2292748892555,3094.2292638965105,3078.969316969903,3093.65,2658284
2020-02-18,3065.841575364317,3076.29798283225,3065.757427394677,3073.03,2676263
2020-02-19,3064.9826174386903,3069.3166816914627,3064.028986681452,3067.54,4960833
2020-02-20,3076.0643678931806,3076.6164758998575,3069.361304868782,3074.83,3481658
2020-02-21,3078.2436285467666,3077.6600594453594,3065.1853276165753,3076.56,4847154
2020-02-24,3081.227133384521,3092.3079077343746,3080.1339836843385,3086.67,2713613
2020-02-25,3108.3746685445344,3110.2168920857816,3104.4719569095646,3105.26,3479286
2020-02-26,3096.8073889526595,3118.6983315245225,3096.2058882905553,3097.02,2170490
2020-02-27,3080.8688971018023,3091.4640128234273,3084.288722609656,3088.12,4204384
2020-02-28,3089.270778940965,3111.0155273097675,3087.208042743849,3097.63,2235039
2020-03-02,3097.135710287824,3104.5233994683267,3092.7127900072046,3096.08,2193721
2020-03-03,3092.6486724334936,3105.408445537773,3084.207433384297,3094.25,1519784
2020-03-04,3116.8769058418566,3125.0169854079586,3114.3511575280977,3121.3,1794834
2020-03-05,3130.683354586053,3136.0673178803004,3123.9685177867486,3133.79,4546893
2020-03-06,3134.8850120885168,3137.82171829797,3119.5722580203023,3135.38,2144771
2020-03-09,3139.886010534632,3142.1123100248415,3135.800624832282,3140.5,4764161
2020-03-10,3142.0251518449345,3147.7327100405905,3129.4689397524644,3142.63,4306953
2020-03-11,3128.750222493982,3139.176577034004,3123.010067214124,3129.49,1679482
2020-03-12,3142.885125639189,3154.2941494382044,3126.0514678647473,3133.03,4424220
2020-03-13,3129.081777666691,3133.4564630407526,3124.6323202092817,3131.63,2712910
2020-03-16,3128.733883873705,3127.2465370964283,3122.1190870594746,3125.09,4547038
2020-03-17,3124.3196872924736,3128.797167112043,3112.4702396088574,3121.28,4537948
2020-03-18,3105.8736478667147,3124.3707377935248,3102.5507282487597,3108.78,1859338
2020-03-19,3084.9015990128264,3098.8639905012574,3085.742033883935,3093.4,2802351
2020-03-20,3084.3651101936307,3101.105982345824,3082.268568346625,3086.46,4745132
2020-03-23,3069.8092360828473,3081.716525329337,3072.149416196732,3078.09,2370087
2020-03-24,3088.2494331979165,3105.9403723284768,3090.0680772342794,3097.31,1021626
2020-03-25,3108.8068193235,3118.3585988729733,3097.7474549718067,3111.35,2609416
2020-03-26,3107.200416530945,3133.3782319300776,3101.053522236583,3106.8,2405230
2020-03-27,3111.0304662627964,3113.641681808041,3086.7949392403307,3112.1,4801784
2020-03-30,3103.884942438807,3126.982768627958,3107.9502049680127,3112.04,3874937
2020-03-31,3100.650936856137,3113.230822324772,3102.7170375308083,3106.72,1648028
2020-04-01,3098.07938633887,3100.758896053982,3089.1136236836915,3097.33,1418046
2020-04-02,3097.239936448786,3106.8221997509136,3071.6123171586096,3094.14,2590500
2020-04-03,3085.1410187702213,3100.4772467299476,3086.614896005785,3089.31,2205588
2020-04-06,3087.6176085013426,3106.4895477622526,3074.3239924538348,3087.76,3902942
2020-04-07,3109.3324826523276,3114.630987475072,3108.1672010740854,3108.3,1517684
2020-04-08,3116.0050944447194,3107.4783338047064,3101.676149422487,3107.37,1618837
2020-04-09,3102.8381459804577,3103.570128511633,3087.8475470755952,3094.93,4637055
2020-04-10,3095.8931302757974,3105.5811347370272,3085.712084776177,3092.91,2895155
2020-04-13,3094.3227876556894,3113.6973863755857,3103.6662067127018,3104.56,2445201
2020-04-14,3132.3427837382837,3138.6973065479456,3119.2829929811933,3124.95,1622849
2020-04-15,3113.784722114584,3133.8340376254546,3110.8398120026777,3111.42,4083323
2020-04-16,3108.606070897961,3111.985850743875,3103.4580408620186,3111.85,2676245
2020-04-17,3125.306942122632,3117.283375732055,3114.3537036251764,3115.45,1731364
2020-04-20,3123.932658044358,3136.8361935103676,3123.8517151890774,3125.51,3209107
2020-04-21,3134.5236485475575,3138.0165146314625,3123.2988301945475,3123.77,1008623
2020-04-22,3118.2106821519296,3131.990518349661,3121.1451826445664,3123.85,4567407
2020-04-23,3117.5247543577148,3123.2000270935346,3117.593513985166,3119.66,2867893
2020-04-24,3096.336797301807,3123.493444096039,3104.6749777156124,3106.63,3430908
2020-04-27,3113.7538867874036,3124.947284484106,3103.880200785079,3116.07,1166787
2020-04-28,3112.5955360921216,3110.1347035266294,3105.107676849153,3106.57,2546265
2020-04-29,3088.086650621844,3093.45643613323,3078.2446592632978,3090.87,3015571
2020-04-30,3082.012992681669,3097.455552347818,3080.4196879214305,3086.2,1949909
2020-05-01,3075.662964931724,3079.0542410234534,3057.3458575273153,3069.41,2550506
2020-05-04,3066.1545194981386,3068.3580476819075,3061.2312164222435,3065.37,3147580
2020-05-05,3061.4531618067417,3065.4654565803316,3058.5910237076923,3060.77,1647699
2020-05-06,3054.3759970148412,3062.493352200206,3045.451001538938,3059.86,1455004
2020-05-07,3050.0239535879205,3056.396042268485,3050.656466326656,3055.08,2363247
2020-05-08,3054.3993019286845,3071.737854404299,3050.6547789159263,3055.63,1334200
2020-05-11,3064.7245004879583,3079.8897331373623,3057.0273895673317,3074.39,2502558
2020-05-12,3053.427557104607,3073.0694067102463,3040.37498208468,3049.42,2738300
2020-05-13,3067.772065699361,3071.4388934131407,3061.8933589487965,3064.71,3031766
2020-05-14,3052.419311186206,3051.5721267480426,3043.990787091231,3050.33,1882411
2020-05-15,3048.2639728560644,3056.1867823287835,3044.530285921779,3054.85,4146556
2020-05-18,3071.0700253084683,3070.136514550295,3064.3645700755337,3067.55,1948453
2020-05-19,3061.354489357523,3068.6366260051714,3056.39768559138,3065.62,4631439
2020-05-20,3073.8536661402195,3071.09410279136,3045.9195553951217,3067.65,3580158
2020-05-21,3073.471560815216,3088.9523884544246,3064.05443264248,3075.0,2220882
2020-05-22,3085.8555910547752,3090.446051833466,3078.386098298118,3085.47,2798858
2020-05-25,3076.9080375482094,3083.6579300694875,3063.429202763866,3073.75,4056843
2020-05-26,3079.444759835367,3081.4460062728585,3077.3559974042796,3077.94,4237091
2020-05-27,3061.304889286366,3090.433513571948,3072.276128979411,3077.33,2223858
2020-05-28,3073.654897376094,3100.0133568043802,3073.252754121487,3082.29,3187082
2020-05-29,3083.2622898627847,3090.989478621733,3084.27347674744,3087.19,2532160
2020-06-01,3088.6096854537523,3089.6720651301116,3081.1879351704065,3086.58,4179176
2020-06-02,3095.285719181447,3091.4261387855818,3078.993850849773,3086.69,3367369
2020-06-03,3090.5689859037097,3095.4917381963096,3074.2347475784,3092.1,3964994
2020-06-04,3091.6952132994184,3107.065342093498,3083.2092733894424,3087.64,2520647
2020-06-05,3098.612869148043,3103.2665371918,3089.0061081600306,3095.22,3480463
2020-06-08,3081.1365545969497,3095.4586870953844,3078.128730788048,3087.84,3879395
2020-06-09,3107.646008604305,3111.7786637597446,3105.1474382505935,3107.67,3106986
2020-06-10,3109.555707196459,3113.121622057204,3101.7441481053283,3112.56,2625127
2020-06-11,3110.5067620905843,3116.6468536914404,3113.1470247187126,3115.11,1412582
2020-06-12,3117.93503068856,3110.6619996443264,3104.1462269650065,3109.43,2577939
2020-06-15,3110.155095580073,3110.4416530945336,3099.8922691383696,3108.24,4964334
2020-06-16,3108.3707756871227,3115.5960419762814,3105.2790835624705,3112.54,3407286
2020-06-17,3121.9685219376242,3131.926569831206,3111.8926816131884,3124.95,4749563
2020-06-18,3114.136396378434,3124.167460819463,3103.2507961894553,3113.49,4925767
2020-06-19,3101.911401287036,3100.3221938157003,3092.3773298789024,3100.05,4922249
2020-06-22,3085.653251164919,3105.9615160755898,3078.662714048542,3095.44,2442034
2020-06-23,3098.075931867822,3107.323454004674,3087.847550895522,3091.42,1686244
2020-06-24,3088.014373390896,3093.077975063661,3082.51893187241,3086.99,4953598
2020-06-25,3087.1542928342988,3099.688809478171,3086.15625429741,3091.77,4686879
2020-06-26,3106.186802591615,3099.796786373442,3088.8029836862897,3094.1,4995930
2020-06-29,3093.977814686035,3104.0808737757184,3081.6809000888466,3091.8,1922718
2020-06-30,3113.160571029038,3107.297961567077,3101.7370725401693,3105.42,2244290
2020-07-01,3134.642143110608,3132.350661609351,3118.7239566694298,3128.42,4314598
2020-07-02,3143.989904063246,3142.9781955232024,3117.4636876352156,3133.9,3024197
2020-07-03,3143.6324751855955,3144.0659105481345,3121.350044483007,3138.34,1827600
2020-07-06,3143.8218860176735,3140.653824824349,3136.6186669837366,3139.1,3500105
2020-07-07,3131.762548313156,3139.1788240579676,3125.9628611224416,3127.94,4432404
2020-07-08,3145.0400231843373,3140.8121730633698,3127.1599934876667,3137.84,2453980
2020-07-09,3132.679575106109,3139.999721981809,3127.0825917810907,3135.49,3616860
2020-07-10,3136.994198384336,3152.6608362166203,3129.1947814516047,3134.92,2666707
2020-07-13,3133.5376347143533,3140.3047469330813,3132.6868147216474,3136.28,4211086
2020-07-14,3128.930347318877,3135.8397524050542,3118.3721983428354,3124.27,4572192
2020-07-15,3135.947066084932,3151.126921099623,3125.110816733137,3137.44,4120651
2020-07-16,3144.7239011177717,3153.2122768553295,3139.1649460006183,3145.84,3934284
2020-07-17,3128.1074910570287,3137.671420475234,3135.2196205430914,3137.64,2336299
2020-07-20,3137.177026823286,3127.48405772997,3126.0466912145707,3127.21,2601899
2020-07-21,3113.1373820015465,3125.5255609809833,3105.3374604895353,3119.34,2173926
2020-07-22,3113.4778884111984,3126.7930678380867,3105.4438396862624,3111.34,1886694
2020-07-23,3103.1671622453077,3108.9584372801537,3084.399010170801,3100.1,1034405
2020-07-24,3110.2922336169254,3116.454952360269,3097.5306517990825,3103.24,1478892
2020-07-27,3103.8130444760445,3136.3073727179903,3091.1737681890954,3106.28,2476820
2020-07-28,3087.03084114324,3116.9910729500925,3089.5951365290657,3093.83,2852584
2020-07-29,3119.057575114743,3117.2156111912045,3098.7508384471685,3114.25,2533135
2020-07-30,3110.036378496385,3107.2787565458066,3103.2704928600665,3104.22,3099169
2020-07-31,3085.835360717868,3089.8725858757452,3077.637687416971,3083.99,4209050
2020-08-03,3090.646890545727,3097.1125315775835,3085.738499385269,3090.41,3094506
2020-08-04,3090.1051371578715,3096.3487634707576,3084.3567035693577,3090.28,1276029
2020-08-05,3080.8835242017717,3095.0001459567566,3073.6171281537218,3086.41,4529602
2020-08-06,3076.567550245841,3096.6879539514734,3069.1198425437483,3087.78,3736648
2020-08-07,3095.5825133048465,3094.881846142714,3075.149308521113,3087.3,4429291
2020-08-10,3094.3463688709803,3111.595321659351,3086.253879566275,3094.28,3145916
2020-08-11,3096.3804957079537,3093.379213371121,3081.810512426819,3092.27,1702113
2020-08-12,3085.566216551889,3095.25381497745,3071.4936945382865,3087.33,3400274
2020-08-13,3087.728190843054,3099.0917438762676,3075.589953575448,3089.49,3942437
2020-08-14,3095.092257435684,3097.67665467693,3081.63357493442,3097.42,3389849
2020-08-17,3095.4653406733473,3107.2547690556353,3091.8799583535915,3096.45,4325014
2020-08-18,3101.5940040945434,3100.930176313513,3094.285256626415,3095.96,1234001
2020-08-19,3109.564871416046,3110.27035564272,3104.645584152749,3108.9,4049708
2020-08-20,3117.766896529312,3112.3541851976393,3102.974897101332,3109.36,3456749
2020-08-21,3089.0894023623873,3098.5422231006905,3080.299654051078,3094.76,3951271
2020-08-24,3094.661917001427,3108.2826983296536,3083.5635796167235,3095.55,3114472
2020-08-25,3095.3574405683057,3096.8051266480943,3091.6735805626813,3095.62,2097964
2020-08-26,3101.8386150602246,3101.0024665724386,3091.4408348723005,3098.19,3980400
2020-08-27,3096.9950729623893,3104.586501761941,3088.4001541069924,3100.5,4509349
2020-08-28,3106.41647511843,3105.5348447498527,3099.318588843923,3100.65,3410419
2020-08-31,3107.106934519827,3115.9919883205384,3101.388877204055,3103.93,2535561
2020-09-01,3099.8401439814315,3094.0983913139153,3091.3216250960777,3091.84,3782378
2020-09-02,3111.9163060540573,3118.5837556913357,3109.758218498317,3114.45,4062921
2020-09-03,3106.8563582552642,3119.2071884831425,3111.217595465641,3115.17,2176148
2020-09-04,3109.3148727466396,3114.899616442566,3096.2729725478353,3104.49,1814757
2020-09-07,3095.2222008074527,3097.0297724807356,3084.1014944986355,3089.76,2374245
2020-09-08,3082.8003752598142,3102.9729560249666,3081.6031971718135,3094.39,1533422
2020-09-09,3093.2503292891383,3098.5920367823037,3080.4290057385915,3090.42,3296568
2020-09-10,3094.965145212732,3103.046815734937,3093.292421068563,3093.41,2642251
2020-09-11,3111.877858466325,3115.681295204784,3082.0189503589454,3114.6,2304371
2020-09-14,3122.637864825138,3116.726317815935,3113.7448961577297,3114.86,3241128
2020-09-15,3123.6165755643015,3134.6232117013556,3117.203812477482,3125.73,4193248
2020-09-16,3124.4636407695375,3123.9219513452704,3110.5258927668724,3115.95,4298264
2020-09-17,3123.260455797797,3142.4294669796604,3111.850584461086,3118.57,4354459
2020-09-18,3113.6279446733115,3111.1642065652754,3092.400963227974,3110.04,2035695
2020-09-21,3100.9091493575092,3099.603937368427,3093.6580642948966,3098.47,4847454
2020-09-22,3104.0296211684818,3109.6910297691907,3096.8089233607793,3100.37,4882065
2020-09-23,3112.222925205685,3123.2209703080125,3111.3914850931055,3115.2,2336574
2020-09-24,3118.8829674735603,3141.511924764053,3116.940038714002,3124.86,1849430
2020-09-25,3160.5665332128888,3154.727031650484,3148.2669036510683,3152.06,2485126
2020-09-28,3148.7091822831076,3173.662607143346,3142.218016068057,3151.55,2383921
2020-09-29,3153.879816642366,3166.6522592694064,3130.1098343693507,3154.94,1965191
2020-09-30,3154.8857478829236,3162.7034322582995,3153.781228258918,3161.59,3654837
2020-10-01,3165.826928283677,3173.4247425854755,3161.5625751960815,3162.74,3445710
2020-10-02,3166.3012904103657,3180.533010001055,3165.130363147942,3171.61,2322533
2020-10-05,3168.283744954143,3168.990719055388,3166.0432571244623,3166.21,4334299
2020-10-06,3157.6728119809763,3160.7896983760575,3147.616073844839,3159.29,1497498
2020-10-07,3155.3160687342324,3156.0495180493604,3152.022299584972,3154.16,1312446
2020-10-08,3152.527235355828,3152.61440423857,3135.9080562534477,3144.08,1516372
2020-10-09,3121.5962808379945,3138.294306648222,3124.598201434811,3127.26,1461803
2020-10-12,3123.1320188880636,3133.5508068834815,3111.3149600566726,3125.71,2563674
2020-10-13,3099.51863724458,3109.629580908955,3101.1354051934895,3103.37,4546030
2020-10-14,3101.825541476033,3106.149373940172,3094.17525563696,3099.35,2580599
2020-10-15,3080.7403383974656,3090.809013325163,3074.608955552364,3078.67,1221166
2020-10-16,3093.6028832746274,3101.9443772187324,3064.70418883721,3094.68,4416700
2020-10-19,3096.5534204429787,3104.789495163146,3085.824762432074,3090.68,3442089
2020-10-20,3062.70552326465,3072.246999239471,3049.945417973475,3062.57,2028072
2020-10-21,3059.8229544943797,3068.4601916874303,3061.8867682830237,3062.87,1418701
2020-10-22,3072.128209482066,3077.1651998518996,3053.016857719126,3065.53,2622036
2020-10-23,3058.325485405867,3069.3009572041738,3046.6085479362478,3059.52,3151949
2020-10-26,3074.8079334600357,3075.6987389935657,3067.909254813884,3075.65,3102512
2020-10-27,3081.114981210871,3081.983991093748,3079.911030241333,3081.54,4332202
2020-10-28,3080.199082441686,3089.149952292745,3074.150249328561,3079.08,4882565
2020-10-29,3090.2821168381756,3087.1769675408523,3078.6412527159473,3084.35,3806475
2020-10-30,3104.300915522748,3103.778472990179,3095.040443787435,3099.84,3843163
2020-11-02,3090.798232238277,3089.3961921825944,3081.310744476468,3087.69,1778096
2020-11-03,3074.6448236934584,3089.4622728777854,3074.419281301303,3079.49,1996572
2020-11-04,3079.622958069791,3080.138533755071,3075.1329883988196,3079.74,2493924
2020-11-05,3062.288864040212,3070.070481380196,3053.0502691520674,3062.99,4610213
2020-11-06,3068.6512931559696,3070.1429199209624,3058.7366617618386,3065.85,3308162
2020-11-09,3081.351569972469,3088.93597968268,3080.3713168574973,3082.32,2993339
2020-11-10,3088.2449779805575,3085.7313730152823,3071.0537060638753,3081.06,4024672
2020-11-11,3068.4396482345455,3070.5818737468203,3061.9448863913144,3065.21,2474801
2020-11-12,3076.187831686895,3084.875164951635,3057.5363806724445,3073.24,1871405
2020-11-13,3084.7847756008905,3099.0512039342743,3086.636258139026,3089.67,2977867
2020-11-16,3058.8710057291755,3074.7602997111317,3061.702603205593,3062.46,4752331
2020-11-17,3065.1536027406705,3069.7098026569306,3064.5568698276397,3067.78,1120010
2020-11-18,3074.294414220215,3090.277726454957,3071.0218349679835,3074.25,3068699
2020-11-19,3084.9842495777984,3081.8691533588585,3068.80155054334,3079.03,1211634
2020-11-20,3077.572373850483,3083.877366736024,3080.8140380482123,3081.38,1233890
2020-11-23,3074.467064367188,3100.121134658916,3071.275781459008,3082.57,4902689
2020-11-24,3087.1270475601204,3084.6317948517453,3075.84795241783,3079.96,4773653
2020-11-25,3092.4583300148465,3103.8959575502804,3085.375565320064,3094.76,1248166
2020-11-26,3095.347434847271,3112.7960034846524,3085.8312669999427,3095.66,1795124
2020-11-27,3124.800836434361,3123.410470371561,3119.1973649956276,3119.76,3887126
2020-11-30,3135.085990698853,3132.023969051742,3121.1300796740998,3129.23,2908491
2020-12-01,3125.7746152073955,3136.1379549844614,3127.2823448651175,3130.34,1701458
2020-12-02,3122.502292851635,3126.727412761966,3111.930863860915,3121.16,2568094
2020-12-03,3133.75587612186,3130.149008046103,3122.1087029683727,3126.79,4439930
2020-12-04,3118.65275559725,3142.94669492543,3116.280133804731,3118.44,3109300
2020-12-07,3117.402419838781,3119.718873696031,3109.6438005178743,3111.87,4582732
2020-12-08,3109.064260538266,3110.5871868227932,3098.483501706385,3108.24,2041170
2020-12-09,3100.944776481663,3104.831983574861,3091.889237913919,3095.44,4191459
2020-12-10,3119.6936262298614,3123.084663122468,3108.178467816763,3113.04,1755925
2020-12-11,3109.6782161896467,3101.4760659509716,3091.1370685783077,3101.0,1362987
2020-12-14,3106.0967295483943,3111.584587980322,3095.0893889426857,3103.73,3629853
2020-12-15,3093.803364014151,3100.2987379960477,3083.053081952497,3095.76,1476243
2020-12-16,3082.83552980693,3088.128937342324,3072.5462864242595,3081.46,1266982
2020-12-17,3080.8546045970443,3083.6652108514236,3065.406982207341,3079.19,3676613
2020-12-18,3077.831999286687,3079.5529474567525,3077.73577281057,3077.78,1559147
2020-12-21,3096.646647962297,3099.0241829034485,3092.275049963705,3092.97,3590283
2020-12-22,3099.964771601321,3098.729006770427,3080.4993963996676,3097.13,4871695
2020-12-23,3100.6979944397076,3099.3057740530076,3090.9035989031054,3099.28,4051372
2020-12-24,3117.9028716808,3116.9223760051727,3100.664259107733,3106.9,4727184
2020-12-25,3100.026092753963,3113.572423695701,3099.012486672578,3104.09,3523015
2020-12-28,3099.8197143073057,3106.1740561201937,3094.7263897325283,3097.98,1475296
2020-12-29,3091.446122085441,3093.699455776205,3088.244769601081,3091.4,1455403
2020-12-30,3074.975784874546,3086.7555522116963,3083.8181566509325,3084.2,2713528
2020-12-31,3084.0213976816,3096.7941549839707,3080.1313963703565,3087.17,2478963
2021-01-01,3065.504502873752,3074.222308646751,3067.1047337812374,3072.57,4798886
2021-01-04,3074.44608771076,3076.94200495797,3070.028559181146,3070.27,2077364
2021-01-05,3077.2323571151933,3097.960568227289,3067.662367529846,3083.52,3326475
2021-01-06,3079.7021564726265,3094.5748674087563,3081.602273238254,3086.58,4290713
2021-01-07,3084.5605160347086,3100.130254438441,3083.0086018863794,3085.59,3967890
2021-01-08,3078.612154958072,3080.687612757413,3070.989739621233,3080.35,4335948
2021-01-11,3069.748737935915,3094.70432238746,3066.8888778868827,3071.74,1426871
2021-01-12,3078.887031625935,3086.7429269794034,3067.189946402963,3084.33,1163581
2021-01-13,3089.824974920381,3099.1387635570895,3081.65788615261,3085.35,4315337
2021-01-14,3079.375959138769,3093.4024904179914,3071.267626827175,3080.25,2595297
2021-01-15,3082.073924857514,3087.114734339359,3073.2682499642237,3077.21,3307678
2021-01-18,3063.426511340856,3069.0367989270926,3062.3220135745037,3068.35,4582618
2021-01-19,3066.274738995572,3081.93351808118,3062.8101104190378,3069.47,3765753
2021-01-20,3066.1728715556164,3083.2453580282545,3066.58578921902,3070.54,2898178
2021-01-21,3076.532454984679,3087.878925741562,3076.12762985441,3076.66,1345003
2021-01-22,3058.0829743808695,3087.504374819599,3058.2726315371106,3061.47,2486148
2021-01-25,3068.192621212409,3063.5730676112994,3051.3434204814944,3062.8,4470340
2021-01-26,3057.1569698040103,3073.205067978957,3062.3566759063065,3068.43,1609700
2021-01-27,3075.2612930784494,3069.0115987838594,3054.9631067099976,3066.82,4246183
2021-01-28,3078.783986988833,3088.977672151148,3070.3803342878177,3080.29,1352311
2021-01-29,3082.9163237105195,3099.748014981168,3075.0749207440904,3086.79,1123898
2021-02-01,3106.8664712700192,3103.6784563421757,3090.9951626769916,3097.66,3958642
2021-02-02,3086.440773458056,3097.0412497454627,3068.524967911673,3086.94,1260919
2021-02-03,3067.2425607420014,3078.769554576589,3053.1566520565975,3068.73,3941423
2021-02-04,3068.4847219092085,3101.185811804448,3053.517687320031,3071.57,1191657
2021-02-05,3049.9600071122322,3065.4502490824557,3028.691442073124,3051.28,4867788
2021-02-08,3047.7547156656356,3064.105104878363,3042.942332074609,3045.32,1233505
2021-02-09,3047.626643173111,3064.9600594591566,3033.287454100221,3045.04,2316195
2021-02-10,3046.5662310450425,3059.0961777993007,3048.967969125972,3052.52,1947617
2021-02-11,3047.590439080242,3061.0379656428167,3046.4835970120357,3053.44,1303156
2021-02-12,3073.1135719090084,3077.9844411929535,3067.433302595912,3067.97,1461826
2021-02-15,3058.3754238621577,3064.562341735038,3059.574446470193,3061.01,1328009
2021-02-16,3051.623592049938,3059.771048745087,3044.1442560899077,3051.91,4505913
2021-02-17,3075.169723369251,3075.2550609785676,3072.9294515771508,3074.56,1892522
2021-02-18,3080.376510096614,3077.1861635560044,3071.782120413217,3073.04,1409186
2021-02-19,3080.957218359585,3077.707748932504,3070.27181029929,3074.34,3338483
2021-02-22,3070.4153892851364,3075.983102078765,3056.525706247573,3068.71,4409541
2021-02-23,3056.5065500412834,3071.6654824330203,3058.5969821226236,3059.88,3793620
2021-02-24,3069.883923568283,3071.121441116732,3046.5545167816763,3058.31,1183801
2021-02-25,3072.313634224771,3069.729716830956,3060.006515534949,3068.81,1898348
2021-02-26,3073.4277074699576,3067.785693444905,3061.704282435279,3066.59,1319620
2021-03-01,3040.4853228700563,3058.4591428360714,3026.7795850386524,3041.68,3492674
2021-03-02,3024.872575674537,3034.9767492947785,3022.8174151818926,3030.65,2869075
2021-03-03,3052.0602749987856,3051.954320576666,3035.787232761228,3049.52,2010653
2021-03-04,3024.265996954439,3026.6804068452197,3008.9184650384777,3024.18,4128011
2021-03-05,3025.152153113319,3022.1023424497125,3001.143853094614,3016.89,2842236
2021-03-08,3020.783419978502,3023.5825063828324,3017.3226836212,3021.29,4922850
2021-03-09,3023.701600364113,3037.7602409175656,3010.9356675216322,3025.93,2747615
2021-03-10,3037.2162950992233,3041.504230118046,3026.0957823806966,3030.8,2726610
2021-03-11,3037.6450342597595,3044.687398244622,3036.396767987606,3039.74,3621070
2021-03-12,3036.164975551408,3041.7896451023735,3028.083330787908,3037.54,4183433
2021-03-15,3019.608136847762,3041.5319963290494,3012.4609109019607,3027.33,1099128
2021-03-16,3030.7761342093227,3028.9556578676024,3023.7243790494917,3025.14,2644185
2021-03-17,3036.189823906195,3054.181709064045,3031.407119894588,3037.08,2234757
2021-03-18,3014.604041139687,3037.5812473294723,3016.161708646239,3020.49,1414191
2021-03-19,3021.7007795180016,3031.9757362761716,2988.7429761034205,3015.91,1023150
2021-03-22,3014.7662932654057,3020.1458037632497,3014.084145585493,3016.1,4084889
2021-03-23,3018.6307132398333,3012.2012496140387,2999.551352349333,3009.54,4006337
2021-03-24,3010.6803470479294,3009.0319161698544,2997.503390038693,3004.3,1056880
2021-03-25,3002.327700089575,3013.891988965734,2998.4649964308755,3008.36,2307567
2021-03-26,3013.3069185234167,3012.6128522713043,3007.1881763614997,3009.69,2885599
2021-03-29,3024.4281709788856,3038.1584520439646,3014.469145216024,3019.17,4813506
2021-03-30,3016.3302097121336,3037.7635192423745,3021.282345687943,3024.71,3323154
2021-03-31,3033.775270190376,3045.1619535434493,3021.7842593812306,3035.07,2225955
2021-04-01,3025.9135717025238,3032.50426516779,3012.006025003524,3028.6,3412435
2021-04-02,3060.091904036995,3058.292505393041,3050.966039907035,3054.66,4269372
2021-04-05,3033.361611367921,3063.8670461463353,3026.5193758360842,3037.87,2119325
2021-04-06,3047.2328816934105,3058.9113766798414,3031.6851652398605,3045.91,1559780
2021-04-07,3045.4292252984696,3041.518430193603,3029.533756989268,3035.76,3137708
2021-04-08,3009.215719996137,3024.4352660001405,3017.5553776013767,3019.36,2511315
2021-04-09,3036.542075285497,3044.7131968901153,3024.577285547892,3036.06,4555899
2021-04-12,3032.994859213126,3037.587404584108,3023.027981459628,3032.35,1389217
2021-04-13,3007.215784900178,3020.6468504172976,3011.4326705572535,3019.6,3997434
